ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,last 5 year,last 4 year,last 3 year,last 2 year,last 1 year
501062.SH,南方瑞合LOF,南方基金,混合型,20180906,1.5,0.25,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,混合型,E,史博 恽雷,7.5,20221231,0.9224838799999999,1.0101253450439145,0.5890343231398855,0.13482427531137423,0.01868600008488679
510600.SH,申万上证50ETF,申万菱信基金,股票型,20180903,0.5,0.1,上证50指数,被动指数型,E,王赟杰,0.43,20221231,0.4076147699999999,0.511938528464017,0.08087982356565122,-0.14661198905300674,-0.10922592982190246
501061.SH,金选300C类LOF,中金基金,股票型,20180830,0.5,0.15,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,耿帅军,0.14,20221231,0.7189000000000001,0.8427315608919385,0.34131876706984,0.05337663929403124,-0.05648259962674278
501060.SH,金选300A类LOF,中金基金,股票型,20180830,0.5,0.15,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,耿帅军,1.03,20221231,0.7408999999999999,0.864916979110873,0.3516304347826086,0.058748403575989656,-0.054012932674020624
160726.SZ,嘉实瑞享定开,嘉实基金,混合型,20180803,2.0,0.25,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,灵活配置型,E,张金涛,13.16,20221231,0.60092624,0.702207591706539,0.14778193289360475,-0.25118760405715246,-0.22396425041400816
512770.SH,战略新兴ETF,华夏基金,股票型,20180713,0.5,0.1,中国战略新兴产业成份指数(简称:新兴成指)指数收益率,被动指数型,E,余昊,2.89,20221231,0.7069000000000001,1.0961562077858285,0.4535467938346251,-0.19592048238175983,-0.2504391357807834
501059.SH,国企红利LOF,西部利得基金,股票型,20180711,1.0,0.25,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,增强指数型,E,盛丰衍 陈元骅,5.18,20221231,1.0640401000000002,1.1010180171009771,0.6182203841630733,0.30809309842195326,0.11431199049829946
501189.SH,嘉实产业优选LOF,嘉实基金,混合型,20180705,1.5,0.25,沪深300指数收益率*45%+恒生指数收益率(人民币计价)*45%+中债综合财富指数收益率*10%,灵活配置型,E,吴悠,10.82,20221231,0.10329999999999995,0.08240949671343063,0.038106887467068105,-0.06823747994257241,-0.0782020218898823
161131.SZ,易方达科润LOF,易方达基金,混合型,20180705,1.5,0.25,沪深300指数收益率*45%+中证港股通综合指数收益率*35%+中债总指数收益率*20%,混合型,E,于博 付浩,19.98,20221231,0.0484,0.022430271113711632,-0.037988621765461646,-0.07751869775626931,-0.07800545246680152
161728.SZ,招商优选LOF,招商基金,混合型,20180705,1.5,0.25,沪深300指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,灵活配置型,E,李崟 王景,12.74,20221231,-0.09999999999999998,-0.1223793271574842,-0.16628068550254738,-0.21630094043887152,-0.21561791877287778
501188.SH,添富核心精选LOF,汇添富基金,混合型,20180705,1.5,0.25,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,灵活配置型,E,刘伟林 刘江 杨瑨,16.02,20221231,-0.07389999999999997,-0.09956246961594549,-0.15005506607929506,-0.2322168794561432,-0.1561731207289293
160142.SZ,南方优势产业LOF,南方基金,混合型,20180705,1.5,0.25,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,灵活配置型,E,李璇 茅炜,15.14,20221231,0.014000000000000012,-0.014385692068429165,-0.07549234135667394,-0.11355887752425904,-0.13377754997437216
501186.SH,华夏兴融LOF,华夏基金,混合型,20180705,1.5,0.2,沪深300指数收益率*70%+上证国债指数收益率*30%,灵活配置型,E,翟宇航,8.17,20221231,-0.12209999999999999,-0.14426357344770446,-0.19109923523449732,-0.19789858382823208,-0.19065179312252234
164824.SZ,印度基金LOF,工银瑞信基金,股票型,20180615,1.6,0.2,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,股票型,E,刘伟琳,3.78,20221231,0.19890000000000008,0.25934873949579845,0.20662238325281806,0.14749234303215938,-0.017858605718030492
512360.SH,平安MSCI国际ETF,平安基金,股票型,20180615,0.5,0.1,MSCI中国A股国际指数(MSCI China A International Index)收益率,被动指数型,E,钱晶,0.85,20221231,0.5901000000000001,0.879550827423168,0.34697162219398553,-0.0579418211979382,-0.13558032073933127
512390.SH,平安MSCI低波ETF,平安基金,股票型,20180607,0.5,0.1,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率,被动指数型,E,钱晶,2.35,20221231,0.40828708,0.6993931217569688,0.27078783613066226,-0.0366734523565223,-0.06907171174361769
161039.SZ,1000增强LOF,富国基金,股票型,20180531,1.0,0.15,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E,徐幼华 方旻,20.17,20221231,0.9577,1.3148870757951994,0.6381055978579198,0.16856682385244431,-0.08222774365946285
501058.SH,新能源车LOFC,汇添富基金,股票型,20180523,1.0,0.1,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,58.44,20221231,1.3815,2.1086020101814382,1.3216026515890036,0.1229782618946575,-0.21262315678106197
501057.SH,新能源车LOF,汇添富基金,股票型,20180523,1.0,0.1,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,76.47,20221231,1.4122,2.14047650045567,1.3394433129667347,0.12877866167524563,-0.21053837342497136
512090.SH,MSCIA股ETF易方达,易方达基金,股票型,20180517,0.15,0.05,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,被动指数型,E,宋钊贤 范冰,4.68,20221231,0.5911,0.9151420317766008,0.3750756200846944,-0.06328741316378202,-0.11986945458568432
513900.SH,港股通100ETF,华安基金,股票型,20180427,0.6,0.1,中华交易服务港股通精选100指数收益率(经汇率调整),被动指数型,E,倪斌,1.81,20221231,-0.0978,0.007819481680071499,-0.11877319789021297,-0.19295106896860176,-0.05558463309954992
512280.SH,景顺MSCIA股ETF,景顺长城基金,股票型,20180427,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,张晓南,0.84,20221231,0.5509999999999999,0.908453303802141,0.3902832556471854,-0.01928548846032246,-0.12466843501326265
512520.SH,MSCIETF,华泰柏瑞基金,股票型,20180426,0.15,0.05,MSCI中国A股国际通指数收益率,被动指数型,E,柳军,5.19,20221231,0.5680832600000001,0.9226131191760668,0.3551838734767955,-0.06594992852037168,-0.11801380280105739
512780.SH,京津冀ETF,广发基金,股票型,20180419,0.5,0.1,中证京津冀协同发展主题指数收益率,被动指数型,E,姚曦,0.04,20221019,-0.1986,0.16601193074348897,0.03246585931460964,-0.07662173061412605,-0.18606540727198864
512180.SH,MSCIA股ETF基金,建信基金,股票型,20180419,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,梁洪昀,1.35,20221231,0.48039999999999994,0.8188966703526231,0.3271178843567907,-0.02560389653129741,-0.11938611623341865
501307.SH,银河高股息LOF,银河基金,股票型,20180410,0.5,0.18,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,卢轶乔,0.16,20221231,-0.04059999999999997,0.08028375182974894,-0.05959615761615366,-0.035972668810289335,-0.05449886666009649
512160.SH,MSCI中国A股ETF,南方基金,股票型,20180403,0.5,0.1,MSCI中国A股国际通指数收益率,被动指数型,E,罗文杰,4.28,20221231,0.51218247,0.8208097170379288,0.2978992961977512,-0.09439305904898791,-0.13262448663531037
162416.SZ,香港本地LOF,华宝基金,股票型,20180330,0.75,0.15,经人民币汇率调整的恒生香港35指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,0.25,20221231,-0.04959999999999998,0.011601915912719554,-0.08156165442597596,-0.0476953907815631,0.002637409009389237
510590.SH,平安中证500ETF,平安基金,股票型,20180323,0.5,0.1,中证500指数收益率,被动指数型,E,成钧,5.92,20221231,0.18036454999999996,0.6622511618081961,0.3057643039248622,0.03519501260267628,-0.1300649196390287
169106.SZ,东方红创优定开,东证资管,混合型,20180322,0.7,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E,孔令超 陈觉平,13.89,20221231,0.3622791700000001,0.3364850093201216,0.16028829384675827,0.050905059632503386,0.007291078476606088
159954.SZ,H股ETF,南方基金,股票型,20180208,0.5,0.1,恒生中国企业指数收益率(估值汇率调整),被动指数型,E,孙伟,2.56,20221231,-0.24519999999999997,-0.16578249336870027,-0.2824412967012074,-0.22900919305413683,-0.042375031717838095
159956.SZ,创业板ETF建信,建信基金,股票型,20180206,0.5,0.1,创业板指数收益率,被动指数型,E,吕鑫,0.71,20221231,0.5598000000000001,1.1990695051459186,0.5187925998052583,-0.0944557329462989,-0.21066747634229033
501054.SH,东方红睿泽,东证资管,混合型,20180131,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E,孙伟,106.7,20221231,0.53108661,0.8885982607623043,0.3082855763479451,-0.2095797633221266,-0.13492545694087849
163417.SZ,兴全合宜LOF,兴证全球基金,混合型,20180123,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E,谢治宇,179.24,20221231,0.6336999999999999,0.9624024024024023,0.43382482008074424,-0.16528714490087887,-0.1649884998722208
510380.SH,国寿300ETF,国寿安保基金,股票型,20180119,0.5,0.1,沪深300指数,被动指数型,E,李康,10.93,20221231,0.1462000000000001,0.49986914420308837,0.08541666666666672,-0.15936927026035924,-0.13813068651778326
512980.SH,传媒ETF,广发基金,股票型,20171227,0.5,0.1,中证传媒指数收益率,被动指数型,E,罗国庆,48.31,20221231,-0.35778443113772457,-0.017857142857142922,-0.22934131736526947,-0.25494963529003134,-0.24991257722345267
510390.SH,平安沪深300ETF,平安基金,股票型,20171225,0.5,0.1,沪深300指数收益率,被动指数型,E,成钧,7.52,20221231,0.14445082442290413,0.5617781808264014,0.1279772281851076,-0.15022632990522733,-0.13362742972745018
159958.SZ,创业板ETF工银,工银瑞信基金,股票型,20171225,0.5,0.1,创业板指数收益率,被动指数型,E,赵栩 邓皓友,1.79,20221231,0.5015990405756546,1.0726996827148572,0.43231649189704485,-0.12797446314567623,-0.2198047564648458
510800.SH,50ETF基金,建信基金,股票型,20171222,0.5,0.1,上证50指数收益率,被动指数型,E,薛玲,6.11,20221231,0.22959336597062646,0.5267336558739608,0.08422165447978143,-0.16221919673247118,-0.10598576202237406
501053.SH,东方红目标优选,东证资管,混合型,20171218,0.7,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E,孔令超 徐觅,7.67,20221231,0.40127285814255725,0.3704470473210794,0.18485366787984925,0.07788358993333222,0.008622167263390282
159957.SZ,创业板ETF华夏,华夏基金,股票型,20171208,0.5,0.1,创业板指数,被动指数型,E,严筱娴,3.33,20221231,0.6358104738154613,1.2308529451775267,0.5367819323399868,-0.09171974522293004,-0.21460727969348667
501048.SH,证券公司LOFC,汇添富基金,股票型,20171204,0.5,0.1,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,董瑾,9.46,20221231,0.015275670207384929,0.38868133388681336,-0.05285013212533036,-0.20926567916797986,-0.1688612836438923
501047.SH,证券公司LOF,汇添富基金,股票型,20171204,0.5,0.1,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,董瑾,6.32,20221231,0.01658743804996468,0.38921907394609545,-0.04567033801747039,-0.20520322631662175,-0.1666528480225519
501051.SH,圆信永丰汇利LOF,圆信永丰基金,混合型,20171130,1.5,0.15,沪深300指数收益率*60%+上证国债指数收益率*40%,混合型,E,邹维,2.11,20221231,0.7216077424451908,1.2103461392164323,0.47263051191079586,-0.020012367193209205,-0.19537524231514808
501305.SH,港股高股息LOF,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,赖中立,0.89,20221231,-0.14526252864401717,0.010363914733247003,-0.13062423996757197,0.016348773841961893,0.034362189534603294
501306.SH,港股高股息LOFC,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,赖中立,0.23,20221231,-0.16214869443890778,-0.005794701986754985,-0.14135430497395565,0.007791896427715116,0.02989097145657231
160644.SZ,港美互联网LOF,鹏华基金,股票型,20171116,1.5,0.3,中证海外中国互联网指数(人民币计价)*95%+人民币活期存款利率(税后)*5%,股票型,E,尤柏年 李悦,1.29,20221231,-0.005605569306930687,0.30574869989165776,0.026034734489730812,-0.3035287322391815,-0.2125829424300454
501049.SH,东方红睿玺,东证资管,混合型,20171115,1.5,0.25,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,灵活配置型,E,张伟锋 王延飞,138.99,20221231,0.3972868828654405,0.8284739675703064,0.1593553012048191,-0.2011691321312625,-0.0960486802414887
166024.SZ,中欧恒利定开,中欧基金,混合型,20171101,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,混合型,E,曹名长 沈悦,4.35,20221231,0.40791889263742803,0.7437638687476958,0.37065365146831547,0.2631326228191153,-0.04005880311943326
160140.SZ,美国REIT精选LOF,南方基金,股票型,20171026,0.8,0.25,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,张其思,0.8,20221231,0.111986061458124,0.13222466257668702,-0.06662094216623378,0.13019102365897245,-0.17767034397198034
501046.SH,财通福鑫定开混合,财通基金,混合型,20171023,1.5,0.25,沪深300指数收益率*55%+上证国债指数收益率*45%,灵活配置型,E,金梓才,2.69,20221231,1.3651153618615657,1.8124047367803962,0.6358862442883447,0.04141883384708883,-0.10258520707845412
501040.SH,添富睿丰LOFC,汇添富基金,混合型,20170929,1.2,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E,刘伟林,0.43,20221231,0.15013195191085935,0.1375676720804332,0.07569247646037112,-0.07412070186482009,-0.07309964552973611
501039.SH,添富睿丰LOF,汇添富基金,混合型,20170929,1.2,0.2,中债综合指数收益率*80%+沪深300指数收益率*20%,混合型,E,刘伟林,0.08,20221231,0.1736158578263841,0.15611773759138117,0.0887761572606213,-0.0665579372475925,-0.06923255633857348
168002.SZ,国寿精选LOF,国寿安保基金,混合型,20170927,0.6,0.1,沪深300指数收益率*50%+中债综合(全价)指数收益率*50%,灵活配置型,E,吴坚,2.09,20221231,0.9787169857633774,1.1272147456195902,0.5221007606088339,-0.2319222926991885,-0.31684857997532573
501303.SH,恒生中型股LOF,广发基金,股票型,20170921,0.5,0.1,人民币计价的恒生综合中型股指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,E,刘杰 姚曦,0.24,20221231,-0.11703821656050949,0.11024903015892873,-0.05536626916524707,-0.1667136282520898,-0.05717321997874598
501043.SH,沪深300LOF,汇添富基金,股票型,20170906,0.5,0.1,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,董瑾,1.94,20221231,0.29953515398024416,0.6511627906976746,0.19100026626431174,-0.13066856698626586,-0.13213038416763673
501045.SH,沪深300LOFC,汇添富基金,股票型,20170906,0.5,0.1,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,董瑾,0.72,20221231,0.28643362060617805,0.6362852568050253,0.18193950177935933,-0.13509114583333334,-0.1344149074798019
512200.SH,房地产ETF,南方基金,股票型,20170825,0.5,0.1,中证全指房地产指数收益率,被动指数型,E,罗文杰,34.5,20221231,-0.2395876288659793,0.04166078237537083,-0.19528692995854238,-0.13902182794443793,-0.08361287116411967
501038.SH,银华明择,银华基金,混合型,20170811,1.5,0.25,沪深300指数收益率*55%+中国债券总指数收益率*45%,混合型,E,倪明 苏静然,3.11,20221231,0.8451612903225808,1.414479010061293,0.5803497085761866,-0.13308142673254994,-0.12783022808923053
160924.SZ,恒生指数LOF,大成基金,股票型,20170810,1.0,0.2,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E,冉凌浩,1.08,20221231,-0.2061068702290077,-0.11016042780748672,-0.2023010546500479,-0.14049586776859505,0.007263922518159813
501037.SH,中证500LOFC,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,1.48,20221231,0.1985270910047343,0.7117956423741548,0.34165587092215294,0.05092250922509217,-0.12651433829167308
501036.SH,中证500LOF,汇添富基金,股票型,20170810,0.5,0.1,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,吴振翔,2.79,20221231,0.21316647386686297,0.7290167865707433,0.35192780968006565,0.05631352440252713,-0.12420285453993317
512400.SH,有色金属ETF,南方基金,股票型,20170803,0.5,0.1,中证申万有色金属指数收益率,被动指数型,E,崔蕾,29.11,20221231,0.2829143587558585,1.126412429378531,0.6566712517193947,0.1788196143682097,-0.10811611374407593
166023.SZ,中欧瑞丰LOF,中欧基金,混合型,20170731,1.5,0.25,沪深300指数收益率*60%+中债综合指数收益率*40%,灵活配置型,E,卢纯青,22.7,20221231,0.46191471060334266,0.8815334427026372,0.1768880130738826,-0.2302522187782274,-0.2071019117025168
512570.SH,证券ETF易方达,易方达基金,股票型,20170727,0.5,0.1,中证全指证券公司指数,被动指数型,E,张湛,1.95,20221231,0.06056587091069845,0.4088973718983996,-0.02854828912735372,-0.1983291562238931,-0.17290122392690907
501302.SH,恒生指数基金LOF,南方基金,股票型,20170721,0.5,0.1,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E,罗文杰,1.71,20221231,-0.14407407407407413,-0.06550748079255961,-0.17662777233455065,-0.11667462971810796,0.001191378750135373
161038.SZ,成长LOF,富国基金,混合型,20170721,0.9,0.25,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,混合型,E,王保合,0.48,20221231,0.352641878669276,0.8395209580838325,0.4187192118226601,0.0643671080997845,-0.12583786518274936
512800.SH,银行ETF,华宝基金,股票型,20170718,0.5,0.1,中证银行指数,被动指数型,E,胡洁,74.57,20221231,0.09817037182766095,0.24904900425151041,-0.014651368049426256,-0.0225024078451973,-0.013083451202263017
512560.SH,军工ETF易方达,易方达基金,股票型,20170714,0.5,0.1,中证军工指数,被动指数型,E,张湛,6.5,20221231,0.41381509032943686,0.9573341179932324,0.6262070651509595,-0.08229288818376213,-0.22434701492537315
512550.SH,A50ETF基金,嘉实基金,股票型,20170703,0.5,0.1,富时中国A50指数收益率,被动指数型,E,刘珈吟,2.87,20221231,0.32319870468651635,0.6489182827037329,0.13197383609080413,-0.1682686870971389,-0.08854328025280365
161715.SZ,大宗商品LOF,招商基金,股票型,20170629,0.75,0.15,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,侯昊 邓童,1.69,20221231,0.38146513680494254,1.1738888888888888,0.7207563764291997,0.38894311828911166,-0.02963422194668324
512700.SH,银行ETF基金,南方基金,股票型,20170628,0.5,0.1,中证银行指数收益率,被动指数型,E,孙伟,22.33,20221231,0.2615245045915901,0.4137656808579784,0.05220277352253483,-0.00946715605369778,-0.008719708355658823
161130.SZ,纳斯达克100LOF,易方达基金,股票型,20170623,0.8,0.25,纳斯达克100指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,范冰,7.77,20221231,0.7209036316843008,0.6833566433566433,0.21559385941287354,-0.0903869407496977,-0.2557199983509915
160643.SZ,空天军工LOF,鹏华基金,股票型,20170613,1.0,0.15,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,陈龙,9.67,20221231,0.5269106566200216,1.105849168646081,0.7082129094412332,-0.09993654822335023,-0.24415196888154736
160324.SZ,华夏磐晟LOF,华夏基金,混合型,20170531,1.5,0.25,沪深300指数收益率*50%+上证国债指数收益率*50%,灵活配置型,E,董阳阳,0.78,20221231,0.829355483124803,1.2018476335105037,0.5368783676353678,-0.1068733637903598,-0.2411792925988922
163111.SZ,申万中小LOF,申万菱信基金,股票型,20170509,0.65,0.12,中小企业100指数收益率*95%+银行同业存款利率*5%,被动指数型,E,王赟杰,1.25,20221231,0.18510356985456144,0.8100430802369413,0.2944064696254935,-0.10913066525311427,-0.19137547362723284
166402.SZ,基本面100LOF,浦银安盛基金,股票型,20170427,1.0,0.22,中证锐联沪港深基本面100指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,陈士俊,0.17,20220930,-0.1444475112705861,-0.05632230566267516,-0.17925860547219777,-0.061275994346860575,-0.019403142465464603
161037.SZ,高端制造LOF,富国基金,股票型,20170427,1.2,0.2,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,增强指数型,E,牛志冬 蔡卡尔,0.98,20221231,0.5615823112800139,1.3126119212074698,0.45057766367137364,-0.0887096774193548,-0.2189727418031017
501016.SH,券商基金LOF,国泰基金,股票型,20170427,0.5,0.15,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,艾小军,19.12,20221231,0.08976230191826505,0.414670456083367,-0.05871229176046839,-0.17951334379905817,-0.15898302357389976
167003.SZ,鼎弘LOF,平安基金,混合型,20170426,1.2,0.25,中证综合债指数收益率*80%+沪深300指数收益率*20%,混合型,E,曾小丽,0.08,20221231,0.026679744973025884,0.02778868813825608,-0.02813370473537604,-0.05344546934346169,-0.05982215036378334
159952.SZ,创业板ETF广发,广发基金,股票型,20170425,0.15,0.05,创业板指数收益率,被动指数型,E,刘杰,21.64,20221231,0.5361835455831818,1.1071676140302231,0.4590573101660746,-0.11920491423273064,-0.21944330320460148
160723.SZ,嘉实原油LOF,嘉实基金,股票型,20170420,1.0,0.28,WTI原油价格收益率*100%,股票型,E,蒋一茜,1.0,20221231,0.23486704782648143,0.45311832550192227,0.10581064607882983,1.0305924488882257,0.32017075773746007
