ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
161014.SZ,富国汇利定开,富国基金,20171211,债券型,债券型,中债综合指数收益率,0.5,0.15,张洋 黄纪亮,12.85,20220930,,,,,,0.0013986013986014515,0.08381449059415147,0.07746497937435552,0.0455984891583231,0.06825853572109727,0.011007561193424033,0.320095337995338
511260.SH,十年国债ETF,国泰基金,20170804,债券型,被动指数型,上证10年期国债指数收益率,0.3,0.1,王玉,5.76,20220930,,,,,,-0.015499999999999958,0.07618854124339683,0.025106222264186684,0.01919516620766514,0.051873875990709604,0.02521629307604408,0.1932799999999999
164509.SZ,国富恒利债券LOF,国海富兰克林基金,20170310,债券型,债券型,中债综合指数(全价),0.3,0.1,刘怡敏,9.0,20220930,,,,,,0.016999999999999904,0.040322580645161435,0.07048601682896846,0.036331356878823606,0.0367061367993496,0.02261028012151394,0.24396444000000006
161626.SZ,融通通福LOF,融通基金,20161213,债券型,债券型,中债综合(全价)指数收益率,0.7,0.2,赵小强,0.27,20220930,,,,,-0.0020040080160320657,0.011055276381909557,0.061630218687872815,0.07397003745318348,0.05466434176111593,0.11341654955774158,-0.006459276857970102,0.3408817635270542
501300.SH,美元债LOF,海富通基金,20161128,债券型,债券型,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,0.6,0.2,夏妍妍,1.35,20220930,,,,,0.006099999999999994,-0.038465361296093785,0.02946345497777315,0.08509996985833428,-0.031388888888888924,-0.08259248637797537,-0.013754298218193175,-0.05349999999999999
164703.SZ,汇添富纯债LOF,汇添富基金,20161107,债券型,债券型,中债综合指数,0.3,0.1,胡娜,16.1,20220930,,,,,0.0030030030030030056,0.02297702297702311,0.03759765624999998,0.0481686893432583,0.028653223625869965,0.03869571706667587,0.023104687928717026,0.21725415415415414
164814.SZ,工银双债LOF,工银瑞信基金,20160926,债券型,债券型,中债企业债总全价指数收益率*60%+天相可转债指数收益率*40%,0.75,0.2,张洋,0.74,20220930,,,,,-0.019354838709677392,-0.01238390092879271,-0.03947884012539175,0.2384254971953085,0.09055986603377385,0.12535925393453143,-0.10727515498540866,0.2622203889943073
164210.SZ,天弘同利LOF,天弘基金,20160920,债券型,债券型,中债综合指数,0.3,0.1,彭玮 赵鼎龙,39.83,20220930,,,,,-0.006000000000000005,0.008048289738430591,0.06493506493506511,0.04094792682926817,0.054176067637297334,0.0416666655980778,0.024154176575785315,0.24793931999999996
163003.SZ,长信利鑫LOF,长信基金,20160624,债券型,债券型,中债综合指数,0.7,0.2,张文琍,0.08,20220930,,,,,0.010299999999999976,0.018016234409027908,0.05378854197062533,0.057105676573749355,0.04769810748885755,0.036759395247962484,-0.05700934688373104,0.17308305999999996
162215.SZ,泰达聚利债券LOF,泰达宏利基金,20160513,债券型,债券型,中债企业债总全价指数收益率*90%+中债国债总全价指数收益率*10%,0.7,0.2,李宇璐,0.59,20220930,,,,,0.008000000000000007,0.029761904761904788,-0.0684007707129095,0.170630816959669,0.08392226148409912,0.02770986145069259,-0.033306899286280583,0.21900000000000008
160622.SZ,鹏华丰利LOF,鹏华基金,20160425,债券型,债券型,中债总指数收益率,0.7,0.2,王石千,49.22,20220930,,,,,0.02519999999999989,-0.010144362075692515,0.07075285770595201,0.07504884962267616,0.04128090507155569,0.07985179414403497,-0.008060542749749114,0.30291212
163005.SZ,长信利众LOF,长信基金,20160204,债券型,债券型,中债综合(全价)指数,0.7,0.2,倪伟 刘婧,10.69,20220930,,,,,0.02059999999999995,0.014796668299853126,0.044914517531150375,0.08913508690828409,0.012908972958098609,0.09508156779640596,0.006003337434910165,0.3145125499999999
166016.SZ,中欧纯债LOF,中欧基金,20160202,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,LI TONG 余罗畅,0.68,20220930,,,,,-0.0062312312312312115,0.018130996449346376,0.035616235067151475,0.04740425608268139,0.02567095786280236,0.03045475567720548,0.014607977778784064,0.174870518018018
163907.SZ,中海惠裕LOF,中海基金,20160108,债券型,债券型,中证全债指数,0.3,0.1,邵强,0.25,20220930,,,,,0.021978021978022,0.024437927663734246,0.044083969465648874,0.01622026137817577,0.021223470470805413,0.02939611664543065,0.022410561879629438,0.19393070929070938
164206.SZ,天弘添利LOF,天弘基金,20151203,债券型,债券型,中国债券总指数,0.35,0.1,杜广,24.12,20220930,,,,0.008999999999999897,0.025768087215064447,0.020289855072463895,0.0511848341232228,0.08656447249774579,0.05336099585062242,0.44350991097455283,-0.1692598694369356,0.52212122
167501.SZ,安信宝利债券LOF,安信基金,20150724,债券型,债券型,中债综合指数,0.7,0.2,宛晴,0.52,20220930,,,,0.03600000000000003,0.049227799227799164,0.020239190432382724,0.10369702434625788,0.04230053104575169,0.023447057725696902,0.0189553249217746,0.0009643209443379758,0.3317217699999999
166105.SZ,信达鑫安LOF,信达澳亚基金,20150507,债券型,债券型,中债总财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,0.6,0.2,方敬,22.43,20220930,,,,-0.010000000000000009,-0.0363636363636364,0.012591815320041985,-0.04559585492227972,0.11509229098805632,0.1041869522882181,0.06878306878306885,-0.033686287128712765,0.1711722200000001
162108.SZ,金鹰元盛债券LOF,金鹰基金,20150504,债券型,债券型,中国债券综合财富指数收益率,0.7,0.2,龙悦芳,1.27,20220930,,,,0.07899999999999996,0.007414272474513445,-0.0055197792088316515,0.08233117483811284,0.022378923076923078,0.06666667001063575,0.05642361419981944,-0.009038620367053687,0.3357380700000001
165517.SZ,信诚双盈LOF,中信保诚基金,20150414,债券型,债券型,中证综合债指数收益率,0.7,0.2,杨立春 韩海平,25.01,20220930,,,,0.10000000000000009,0.038636363636363615,0.022932166301969367,0.058002056202878766,0.047405652279536664,0.033333334879596076,0.05184331415381461,-0.002190579085878664,0.40276782
162105.SZ,金鹰持久增利LOF,金鹰基金,20150309,债券型,债券型,中国债券综合指数(财富)增长率*95%+沪深300指数增长率*5%,0.7,0.2,周雅雯 林龙军,12.7,20220930,,,,0.06719999999999993,0.002248875562219059,-0.017483171278982947,-0.08088305262156244,0.22836438923395458,0.21725939659531415,0.10607360149543066,-0.0516833582276645,0.5150427200000001
161716.SZ,招商双债LOF,招商基金,20150302,债券型,债券型,中债综合指数收益率*60%+天相可转债指数收益率*40%,0.6,0.2,刘万锋,132.63,20220930,,,,0.016000000000000014,0.061023622047244146,0.027855153203342645,0.09304426377597108,0.06451612903225794,0.031857031857031974,0.06325301204819266,0.019830028328611915,0.43999999999999995
166401.SZ,稳健增利LOF,浦银安盛基金,20141215,债券型,债券型,中证全债指数,0.3,0.1,章潇枫,1.63,20220930,,,-0.0030030030030030056,0.02911646586345373,0.03424390243902452,0.013677954909914119,0.04913456169737573,0.04713829164449181,0.026776026785149742,0.04168124745999671,0.022839115278211867,0.2928093293293294
160618.SZ,鹏华丰泽LOF,鹏华基金,20141208,债券型,债券型,中债总指数收益率,0.7,0.2,祝松 邓明明,9.64,20220930,,,0.010000000000000009,0.07524752475247531,0.038674033149171096,0.018617021276595862,0.1088850174216028,0.04748427672955975,0.02371660162113485,0.04897360703812314,0.012859938495946303,0.44920000000000004
164208.SZ,天弘丰利LOF,天弘基金,20141124,债券型,债券型,中债综合指数,0.3,0.1,杜广,24.22,20220930,,,-0.009499999999999953,0.10560323069156982,0.021459227467811228,0.026732230666070663,0.06872223673896019,0.04950080710908215,0.04325323922178055,0.1340361438269824,-0.02585735772600691,0.48362769000000005
511220.SH,城投债ETF,海富通基金,20141113,债券型,被动指数型,上证城投债指数收益率,0.3,0.1,唐灵儿 陈轶平,14.15,20220930,,,-0.024700000000000055,0.1102224956423665,0.02161063908385675,0.024595352201826466,0.06912076271186443,0.04600597125867178,0.0281160731877025,0.05285882413521433,0.017659727405400543,0.39515177
160513.SZ,稳健债LOF,博时基金,20140610,债券型,债券型,中证全债指数收益率,0.6,0.15,邓欣雨,38.5,20220930,,,0.24285714285714266,0.08591954022988517,0.016075681397195018,-0.07292141415456742,0.06306622656085406,0.09432415548357242,0.10280970734194844,0.09403589625532016,-0.0023817079820079813,0.7790056428571427
161908.SZ,万家添利LOF,万家基金,20140603,债券型,债券型,中国债券总指数,0.7,0.2,陈佳昀,1.47,20220930,,,0.09079999999999999,0.1241290795746241,-0.002691241233077686,0.00588860718082939,0.00463565387117765,0.17919624595469255,0.04756970794982837,0.1465504776313432,-0.004444831517309796,0.74279378
161015.SZ,富国天盈LOF,富国基金,20140523,债券型,债券型,中债综合指数,0.7,0.2,俞晓斌,17.07,20220930,,,0.08210000000000006,0.09121153313002496,0.028201219512195022,0.02083848117947459,0.05809262546393403,0.07994436480097614,0.046673561547914966,0.06805718170074834,0.013973065236309153,0.6053463299999999
161505.SZ,银河通利债券LOF,银河基金,20140425,债券型,债券型,中债综合全价指数,0.7,0.2,何晶,5.57,20220930,,,0.24330000000000007,0.17550068366444135,0.009510776599384211,0.012267859563508204,0.07177770338131902,0.046971812668042276,0.07398170743120065,0.021671828897916922,-0.090909090909091,0.6702463999999999
160515.SZ,安丰18定开,博时基金,20130822,债券型,债券型,1年期定期存款利率(税后)*150%,0.6,0.18,程卓,6.03,20220930,,0.010999999999999899,0.15212660731948582,0.17299107142857142,0.027153626582741643,-0.00391905372666386,0.0683882967308106,0.05184916638767984,0.06430798139145939,0.038403425200535614,0.023111234109853617,0.7762945299999999
162715.SZ,广发聚源LOF,广发基金,20130508,债券型,债券型,中债总全价指数收益率,0.3,0.1,吴迪,7.85,20220930,,-0.06999999999999995,0.05698924731182788,0.11698880976602248,0.010109289617486236,0.025245694707420455,0.056019699234895866,0.04015069600733523,0.02109393247987238,0.037718490061833226,0.03678221444989206,0.37088717000000004
161911.SZ,万家强化收益定开,万家基金,20130507,债券型,债券型,三年期银行定期存款收益率(税后),0.7,0.2,陈奕雯,3.09,20220930,,0.006899999999999906,0.14341046777237074,0.10683575089029793,0.024327081534960306,0.02528541874185897,0.08408700201808791,0.053468909880714434,0.03499153802128052,0.04625839915628311,0.015995199389962866,0.6809197600000001
511010.SH,国债ETF,国泰基金,20130305,债券型,被动指数型,上证5年期国债指数收益率,0.3,0.1,王玉,7.39,20220930,,-0.03407300000000006,0.08395561983462531,0.06500914020908814,0.014331604321811395,-0.016167915055901295,0.05768859161499473,0.02933503129090818,0.017339736863329142,0.038587532121754795,0.020766634232261383,0.3068773711
161119.SZ,易方达新综债LOF,易方达基金,20121108,债券型,被动指数型,中债-新综合指数,0.3,0.1,杨真,18.07,20220930,0.006000000000000005,-0.02365805168986088,0.08511504785176148,0.11550009382623379,0.0217848431323072,0.020335913057796945,0.08272132999757874,0.04466482738050859,0.027551748750892197,0.055084745762711815,0.02732240437158476,0.5604
160621.SZ,鹏华丰和LOF,鹏华基金,20121105,债券型,债券型,中债综合指数收益率,0.8,0.2,戴钢,1.91,20220930,0.006000000000000005,-0.010934393638170984,0.22592964824120604,0.12567634038366945,0.032845386352050046,0.026538678712591652,-0.008319581958195819,0.17210663523538797,0.0984126984126985,0.08959537572254318,-0.11405835543766568,0.79249784
161820.SZ,银华纯债LOF,银华基金,20120809,债券型,债券型,中债综合指数(全价),0.3,0.2,李丹,24.12,20220930,0.020000000000000018,0.028235294117646997,0.11470251716247147,0.12086220169361045,0.01762820512820505,0.023397075365579393,0.07232358760167071,0.04486186278529447,0.026516737491104395,0.04156264283728648,0.022814693117925285,0.67213107
164702.SZ,汇添富季季红定开,汇添富基金,20120726,债券型,债券型,银行三年期定期存款利率(税后)+1%,0.6,0.2,徐光,0.52,20220930,0.018999999999999906,0.017860647693817462,0.11839568067875052,0.13594827586206912,0.04773468923123621,0.005939446617412708,0.07042050691244231,0.07224176644692591,0.06738897943952271,-0.007958817600634669,0.01175762804865924,0.70771641
164810.SZ,工银纯债定开,工银瑞信基金,20120621,债券型,债券型,三年期银行定期存款收益率(税后),0.6,0.2,李敏,2.24,20220930,0.0020000000000000018,0.025149700598802286,0.0976440809968848,0.08399113082039912,0.041237113402061855,-0.01626591230551622,0.0484863008227494,0.048549649550510506,0.029668343102976554,0.040749539012751586,0.025000776489009714,0.5117820399999999
161117.SZ,易基永旭添利定开,易方达基金,20120619,债券型,债券型,两年期银行定期存款收益率(税前)+0.5%,0.4,0.1,李一硕,21.06,20220930,0.0371999999999999,0.018704203625144702,0.13420405072875252,0.14127169559412553,0.028807487022007826,0.023310354630090215,0.07938051253559279,0.055392233946725045,0.03224499346490799,0.05642809986077276,0.009385239137960156,0.80551241
160128.SZ,南方金利定开,南方基金,20120517,债券型,债券型,三年期定期存款收益率(税后),0.6,0.18,李璇,2.67,20220930,0.03400000000000003,0.013442940038684742,0.13350510544899313,0.1381545714766797,0.014867963606775654,0.009766763848396396,0.106611808863866,0.07547597025634342,0.04285670591922654,0.050109577931778664,0.054383709665059295,0.9038342699999999
161019.SZ,富国天锋LOF,富国基金,20120507,债券型,债券型,中债综合指数,0.6,0.2,武磊,42.15,20220930,0.07339999999999991,0.04229550959567739,0.11065427243475144,0.11242555931112197,0.030384142371409833,0.016148283367268226,0.02915774200234921,0.09415850285330646,0.04445164009878353,0.06000177030338798,0.015834132046788848,0.83289875
163819.SZ,中银信用增利LOF,中银基金,20120312,债券型,债券型,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,0.7,0.2,周毅 奚鹏洲,25.19,20220930,0.10460000000000003,-0.002172732210754986,0.17084013790600608,0.12065091049980624,0.016456921587608937,-0.005442176870748304,0.06956224350205208,0.08682922988285001,0.03456700103786457,0.06992108921822737,-0.017359863760124668,0.8466092700000001
161614.SZ,融通四季添利LOF,融通基金,20120301,债券型,债券型,中债综合指数收益率,0.6,0.2,余志勇 王超,0.56,20220930,0.0596000000000001,0.009154397885994545,0.13719255587767704,0.08462171052631579,0.04443096519827128,0.011626217119604718,0.0887085188909639,0.03929252490598396,0.002389713649532787,0.06341463331223349,0.0901919739812643,0.8305992
164606.SZ,信用增利LOF,华泰柏瑞基金,20110922,债券型,债券型,中债综合指数,0.3,0.1,王烨斌,0.64,20220930,0.011846001974333675,0.026048780487805043,0.054958638394979414,0.1117620549797207,-0.004215646534252204,0.021248880566636826,0.0658314714331312,0.034751909826243335,0.014453864475681512,0.11952905220831528,0.04054260249219022,0.6117610266535046
162712.SZ,广发聚利LOF,广发基金,20110805,债券型,债券型,中证全债指数收益率,0.6,0.2,代宇,8.63,20220930,0.13107721639656833,-0.018036241045090672,0.20890910651446232,0.21199858004969824,0.008318200456915231,0.019345843258002607,0.07671264105779098,0.05065514503493548,0.037892925161835796,0.03927533953408577,-0.026014635948420635,0.9879169876072452
165311.SZ,信用债LOF,建信基金,20110616,债券型,债券型,中国债券总指数收益率,0.3,0.1,李峰,1.21,20220930,0.09661508704061883,0.021165887644413107,0.17929009413593577,0.1308678139875504,-0.002201787333247034,-0.04419781931464178,-0.03598832077137227,0.09420385997041636,0.037119524870081674,0.07229778095919827,0.027369826435246967,0.7165059381044487
161216.SZ,国投双债LOF,国投瑞银基金,20110329,债券型,债券型,标普中国可转债指数收益率*45%+中债企业债总全价指数收益率*45%+中债国债总指数收益率*10%,0.7,0.2,宋璐 李达夫,8.38,20220930,0.11857429718875512,0.018669778296382666,0.2802890122477752,0.125671025464556,-0.004157495720224944,0.02541748526522586,0.07843372051251347,0.08224748500999342,0.04830053689287706,0.08994351422438503,-0.009205023388922479,1.2156582831325302
164808.SZ,工银四季LOF,工银瑞信基金,20110210,债券型,债券型,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%,0.6,0.2,何秀红,41.49,20220930,0.13010104935872535,0.03258533230160781,0.20424646128226465,0.12092926778676627,0.010486059708857715,-0.004032997250229246,0.07411497637891896,0.06208803702010977,0.036568899792257255,0.07011214166766083,0.010810465544101457,1.0253274096385543
164902.SZ,交银添利LOF,交银施罗德基金,20110127,债券型,债券型,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,0.6,0.2,唐赟,50.36,20220930,0.14353182751540033,-0.0026036990483030193,0.15329912683409838,0.1500156103652827,0.01812135197502372,0.02448462205617465,0.06510263929618774,0.04150807635829657,0.0203493477538548,0.049302401836801256,0.014519948519863818,0.8983320841889118
160617.SZ,鹏华丰润LOF,鹏华基金,20101202,债券型,债券型,中债综合指数收益率,0.2,0.1,刘太阳 吴国杰,7.69,20220930,0.08273170731707316,0.020273923229410875,0.18846595425240642,0.10440662852047268,0.021329565334409946,-0.0040187100599512445,0.08137456134542807,0.03943743033866125,0.029864772430155992,0.03831726347495603,0.003660412486776328,0.7771788975609758
166008.SZ,中欧强债LOF,中欧基金,20101202,债券型,债券型,中国债券总指数,0.7,0.2,余罗畅 孙甜,1.12,20220930,0.05120209234483447,0.04842105263157893,0.1759766338079592,0.12387457311393975,0.01767955801104977,0.02579243874295801,0.07543673901535196,0.055110979137177635,0.023567939576277997,-0.059229029109786516,-0.019197906967451273,0.6288334272206015
161115.SZ,易基岁丰添利LOF,易方达基金,20101109,债券型,债券型,中债新综合财富指数,0.3,0.1,张凯頔 胡剑,108.14,20220930,0.09363076019958898,-0.00304168903202706,0.525305096913137,0.16037180844805268,0.017491381058608788,0.01645310864037489,0.015009564918820908,0.14678201953767292,0.11700064284139688,0.07177318210178953,0.015657891537368185,1.8209784854710889
165509.SZ,信诚增强LOF,中信保诚基金,20100929,债券型,债券型,中证综合债指数收益率,0.7,0.2,宋海娟,0.33,20220930,0.10293819655521785,0.0032151387102701255,0.23761560296676112,0.1875554897898787,0.00872219799389447,0.0311284046692607,0.032913669064748304,0.07116270822450514,0.21213980946572036,0.16533745062391422,-0.1222382778118535,1.318352228976697
164105.SZ,华富强债LOF,华富基金,20100908,债券型,债券型,中证全债指数,0.6,0.2,尹培俊,58.1,20220930,0.08539094650205757,0.04018957345971563,0.31228357936941864,0.13304631622803972,0.04486118771833067,0.028036835004985536,0.021698167075886374,0.11937321857709728,0.09403508771929826,0.09942270686337389,-0.014585764294048993,1.4423426543209876
161713.SZ,招商信用添利LOF,招商基金,20100625,债券型,债券型,中债综合指数,0.7,0.2,向霈,23.78,20220930,0.1280968468468467,0.008069212211962435,0.2719920779006438,0.07116906708187355,0.016897825691962954,0.025253126861226917,0.08179388869524808,0.05849037303805634,0.02456753475974334,0.0644555759194121,0.014994202052890142,1.045647147147147
161010.SZ,富国天丰LOF,富国基金,20081024,债券型,强化收益型,中债综合指数,0.6,0.2,张明凯,17.87,20220930,0.07853281853281863,-0.022481563685830954,0.13096022852120418,0.18522116443235542,-0.0004371345828097557,-0.019971547384548028,-0.01669365194573157,0.14725368498750854,0.07580654091338658,0.12472466588721418,-0.02621374855261876,0.8384101467181468
