ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
515890.SH,红利ETF博时,博时基金,股票型,20200320,0.15,0.05,中证红利指数收益率,被动指数型,E,万琼 唐屹兵,2.92,20220930,,,,,,,,,19.91%,15.24%,-0.29%,37.79%
501305.SH,港股高股息LOF,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,赖中立,0.87,20220930,,,,,,0.40%,-13.79%,16.22%,-14.46%,-1.74%,-0.30%,-17.31%
515080.SH,中证红利ETF,招商基金,股票型,20191128,0.2,0.1,中证红利指数收益率,被动指数型,E,刘重杰 王平,8.33,20220930,,,,,,,,6.17%,21.81%,22.56%,-0.37%,57.91%
501306.SH,港股高股息LOFC,汇添富基金,股票型,20171124,0.75,0.1,中证港股通高股息投资指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,赖中立,0.16,20220930,,,,,,0.36%,-14.12%,15.79%,-14.80%,-2.15%,-0.71%,-18.95%
515180.SH,红利ETF易方达,易方达基金,股票型,20191126,0.15,0.05,中证红利指数收益率,被动指数型,E,宋钊贤 林伟斌,16.81,20220930,,,,,,,,1.84%,13.31%,20.08%,-1.04%,37.12%
161907.SZ,万家中证红利LOF,万家基金,股票型,20110317,0.75,0.15,中证红利指数收益率*95%+银行同业存款利率*5%,被动指数型,E,杨坤,1.3,20220930,6.92%,-7.98%,52.30%,27.09%,-7.45%,18.66%,-16.90%,20.19%,9.39%,22.54%,-1.16%,176.83%
161126.SZ,标普医疗保健LOF,易方达基金,股票型,20161128,0.8,0.25,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,宋钊贤,0.45,20220930,,,,,0.83%,10.98%,3.46%,25.23%,7.83%,17.45%,-1.42%,78.32%
515300.SH,红利低波ETF基金,嘉实基金,股票型,20190808,0.5,0.1,沪深300红利低波动指数收益率,被动指数型,E,王紫菡,0.94,20220930,,,,,,,,4.88%,3.22%,10.02%,-1.75%,17.03%
166402.SZ,基本面100LOF,浦银安盛基金,股票型,20170427,1,0.22,中证锐联沪港深基本面100指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,陈士俊,0.17,20220930,,,,,,8.60%,-8.70%,14.98%,-12.57%,-4.27%,-1.94%,-7.01%
501310.SH,价值基金LOF,华宝基金,股票型,20181025,0.75,0.15,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,0.89,20220930,,,,,,,-4.54%,6.84%,-14.72%,3.83%,-1.97%,-12.38%
160716.SZ,基本面50LOF,嘉实基金,股票型,20091230,1,0.18,中证锐联基本面50指数收益率*95%+银行同业存款收益率*5%,被动指数型,E,李直,11.16,20220930,11.28%,-10.82%,77.24%,5.21%,3.87%,28.12%,-12.79%,21.36%,2.86%,-1.61%,-2.38%,157.50%
512750.SH,基本面50ETF,嘉实基金,股票型,20190523,0.5,0.1,中证锐联基本面50指数收益率,被动指数型,E,李直,1.26,20220930,,,,,,,,6.37%,5.65%,-2.81%,-2.62%,6.36%
162416.SZ,香港本地LOF,华宝基金,股票型,20180330,0.75,0.15,经人民币汇率调整的恒生香港35指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,0.2,20220930,,,,,,,-5.32%,10.14%,-3.56%,-5.02%,-3.13%,-8.18%
512530.SH,沪深300红利ETF,建信基金,股票型,20190823,0.5,0.1,沪深300红利指数,被动指数型,E,龚佳佳,0.48,20220930,,,,,,,,5.49%,10.44%,2.99%,-3.30%,16.02%
501216.SH,富国行业精选FOF,富国基金,股票型,20211216,0.5,0.1,中证800指数收益率*75%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,股票型,E,张子炎,2.46,20220930,,,,,,,,,,0.12%,-19.18%,-19.08%
512730.SH,中证银行ETF,鹏华基金,股票型,20191219,0.3,0.1,中证银行指数收益率,被动指数型,E,张羽翔,1.77,20220930,,,,,,,,-0.11%,9.65%,4.43%,-3.51%,10.36%
516310.SH,银行ETF易方达,易方达基金,股票型,20210520,0.15,0.05,中证银行指数收益率,被动指数型,E,刘树荣,1.55,20220930,,,,,,,,,,-10.44%,-3.56%,-13.63%
515450.SH,红利低波50ETF,南方基金,股票型,20200117,0.5,0.1,标普中国A股大盘红利低波50指数收益率,被动指数型,E,崔蕾,2.17,20220930,,,,,,,,,9.07%,19.31%,-3.84%,25.14%
501219.SH,智胜先锋LOF,华夏基金,股票型,20211215,1,0.2,中证500指数收益率*95%+银行活期存款利率(税后)*5%,股票型,E,孙蒙,1.49,20220930,,,,,,,,,,1.44%,-0.32%,1.12%
510410.SH,资源ETF,博时基金,股票型,20120410,0.5,0.1,上证自然资源指数收益率,被动指数型,E,王祥,4.47,20220930,-10.80%,-33.81%,30.81%,-8.75%,-4.58%,20.98%,-31.86%,15.42%,17.95%,41.85%,-3.86%,2.95%
159610.SZ,500ETF增强,景顺长城基金,股票型,20211213,0.5,0.1,中证500指数收益率,增强指数型,E,张晓南 徐喻军 汪洋,6.37,20220930,,,,,,,,,,1.34%,-22.70%,-21.66%
160631.SZ,银行LOF基金,鹏华基金,股票型,20150417,1,0.22,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,张羽翔,8.53,20220930,,,,-9.80%,-1.98%,15.24%,-12.43%,24.51%,0.07%,0.00%,-4.03%,6.82%
161121.SZ,银行LOF易方达,易方达基金,股票型,20200807,0.5,0.1,中证银行指数收益率*95%+活期存款利率(税后)*5%,被动指数型,E,刘树荣,11.54,20220930,,,,-14.08%,-2.69%,15.25%,-13.09%,24.81%,7.08%,0.61%,-4.03%,8.12%
515020.SH,银行ETF华夏,华夏基金,股票型,20191024,0.5,0.1,中证银行指数收益率,被动指数型,E,李俊,7.15,20220930,,,,,,,,3.22%,9.15%,4.19%,-4.04%,12.64%
161029.SZ,银行龙头LOF,富国基金,股票型,20190510,1,0.22,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,王保合,12.62,20220930,,,,,,,,10.60%,7.06%,1.14%,-4.34%,14.55%
512700.SH,银行ETF基金,南方基金,股票型,20170628,0.5,0.1,中证银行指数收益率,被动指数型,E,孙伟,24.78,20220930,,,,,,3.45%,-10.78%,34.36%,6.23%,-0.08%,-4.41%,25.85%
501029.SH,红利基金LOF,华宝基金,股票型,20170118,0.75,0.15,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,被动指数型,E,张奇 胡洁,8.11,20220930,,,,,,9.17%,-20.85%,19.21%,9.48%,23.73%,-4.42%,33.38%
501211.SH,民生加银优享FOF,民生加银基金,混合型,20211207,1,0.15,中债综合指数收益率*65%+沪深300指数收益率*25%+恒生综合指数收益率(经汇率估值调整)*5%+1年期定期存款收益率(税后)*5%,混合型,E,于善辉 孔思伟,16.08,20220930,,,,,,,,,,0.16%,-5.22%,-5.07%
515290.SH,银行ETF天弘,天弘基金,股票型,20201211,0.5,0.1,中证银行指数收益率,被动指数型,E,陈瑶,72.25,20220930,,,,,,,,,1.03%,-0.97%,-4.44%,-4.39%
513660.SH,恒生ETF,华夏基金,股票型,20141223,0.5,0.1,(人民币/港币汇率*恒生指数)收益率,被动指数型,E,李俊,19.23,20220930,,,0.07%,-4.26%,8.89%,28.75%,-7.96%,13.53%,-4.06%,-12.05%,-4.49%,13.12%
561990.SH,沪深300增强ETF,招商基金,股票型,20211202,0.5,0.1,沪深300指数收益率,增强指数型,E,王平 苏燕青,4.49,20220930,,,,,,,,,,-2.07%,-17.69%,-19.39%
561550.SH,500增强ETF,华泰柏瑞基金,股票型,20211202,0.7,0.1,中证500指数收益率,增强指数型,E,柳军 田汉卿,7.81,20220930,,,,,,,,,,-0.10%,-14.57%,-14.66%
159887.SZ,银行ETF,富国基金,股票型,20210512,0.5,0.1,中证800银行指数收益率,被动指数型,E,王乐乐,3.55,20220930,,,,,,,,,,-7.79%,-4.68%,-12.11%
561300.SH,300增强ETF,国泰基金,股票型,20211201,1,0.1,沪深300指数收益率,增强指数型,E,梁杏 谢东旭,8.15,20220930,,,,,,,,,,-3.78%,-22.24%,-25.18%
512800.SH,银行ETF,华宝基金,股票型,20170718,0.5,0.1,中证银行指数,被动指数型,E,胡洁,90.69,20220930,,,,,,1.63%,-12.08%,26.76%,0.80%,-0.95%,-4.79%,7.70%
512820.SH,银行业ETF,汇添富基金,股票型,20181023,0.5,0.1,中证银行指数收益率,被动指数型,E,过蓓蓓,4.98,20220930,,,,,,,-6.74%,25.47%,-0.87%,-1.09%,-4.81%,9.20%
167301.SZ,保险主题LOF,方正富邦基金,股票型,20150731,1,0.2,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,被动指数型,E,吴昊,52.55,20220930,,,,6.07%,-6.26%,42.36%,-23.87%,40.76%,11.34%,-21.73%,-4.82%,25.83%
513600.SH,恒生指数ETF,南方基金,股票型,20141223,0.5,0.1,恒生指数(使用估值汇率调整),被动指数型,E,罗文杰,6.08,20220930,,,0.08%,-3.25%,8.49%,28.81%,-7.95%,14.88%,-6.27%,-12.14%,-4.85%,10.56%
516210.SH,银行股ETF,华安基金,股票型,20210903,0.5,0.1,中证银行指数收益率,被动指数型,E,苏卿云,0.55,20220930,,,,,,,,,,-3.12%,-4.89%,-7.86%
515280.SH,银行龙头ETF,富国基金,股票型,20200401,0.5,0.1,中证银行指数收益率,被动指数型,E,张圣贤,0.64,20220930,,,,,,,,,17.86%,-0.86%,-4.91%,11.11%
159711.SZ,港股通ETF,华夏基金,股票型,20211216,0.5,0.1,中证港股通50指数收益率(估值汇率调整),被动指数型,E,李俊,0.57,20220930,,,,,,,,,,0.60%,-4.92%,-4.35%
501218.SH,工银睿智进取FOF,工银瑞信基金,股票型,20211124,0.5,0.1,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,股票型,E,蒋华安,2.58,20220930,,,,,,,,,,-0.28%,-15.58%,-15.82%
159712.SZ,港股通50ETF,国泰基金,股票型,20211027,0.5,0.1,中证港股通50指数收益率,被动指数型,E,吴向军 徐成城,0.64,20220930,,,,,,,,,,-4.80%,-4.95%,-9.51%
501302.SH,恒生指数基金LOF,南方基金,股票型,20170721,0.5,0.1,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E,罗文杰,1.41,20220930,,,,,,8.16%,-7.21%,13.50%,-6.79%,-11.77%,-5.00%,-12.29%
513080.SH,法国CAC40ETF,华安基金,股票型,20200529,0.5,0.15,法国CAC40指数收益率(经汇率调整后),被动指数型,E,倪斌,0.58,20220930,,,,,,,,,13.37%,15.60%,-5.14%,24.33%
164705.SZ,恒生LOF,汇添富基金,股票型,20140306,0.8,0.25,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,赖中立,2.74,20220930,,,6.20%,-7.15%,7.65%,27.29%,-8.37%,13.12%,-10.24%,-14.88%,-5.55%,-0.20%
513550.SH,港股通50ETF,华泰柏瑞基金,股票型,20201230,0.5,0.1,中证港股通50指数收益率(使用估值汇率折算),被动指数型,E,何琦 李茜,28.66,20220930,,,,,,,,,0.03%,-14.90%,-5.81%,-19.82%
164906.SZ,中概互联网LOF,交银施罗德基金,股票型,20150527,1.2,0.25,中证海外中国互联网指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,邵文婷,97.68,20220930,,,,-3.30%,-3.41%,49.25%,-25.47%,29.47%,46.71%,-46.55%,-5.94%,-0.20%
513990.SH,港股通ETF,招商基金,股票型,20200803,0.2,0.05,上证港股通指数收益率,被动指数型,E,苏燕青,0.6,20220930,,,,,,,,,4.61%,-15.10%,-6.04%,-16.55%
501215.SH,积极配置FOF,兴证全球基金,混合型,20211112,1.1,0.15,中证偏股型基金指数收益率*85%+中债综合(全价)指数收益率*15%,混合型,E,丁凯琳 林国怀,34.29,20220930,,,,,,,,,,1.34%,-13.63%,-12.47%
515570.SH,山证红利ETF,山西证券,股票型,20200117,0.5,0.1,中证红利潜力指数收益率,被动指数型,E,章海默,0.44,20220930,,,,,,,,,35.96%,-9.82%,-6.28%,14.91%
160924.SZ,恒生指数LOF,大成基金,股票型,20170810,1,0.2,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,E,冉凌浩,0.9,20220930,,,,,,4.80%,-9.73%,11.55%,-7.19%,-14.67%,-6.30%,-22.60%
501213.SH,中欧汇选FOF,中欧基金,混合型,20211110,1,0.2,中证800指数收益率*80%+银行活期存款利率(税后)*20%,混合型,E,桑磊,7.73,20220930,,,,,,,,,,1.11%,-14.02%,-13.07%
501210.SH,交银智选星光FOF,交银施罗德基金,混合型,20211110,1,0.2,沪深300指数收益率*80%+中债综合全价指数收益率*20%,混合型,E,刘兵,25.19,20220930,,,,,,,,,,-0.15%,-14.16%,-14.29%
161217.SZ,国投资源LOF,国投瑞银基金,股票型,20110721,0.6,0.13,中证上游资源产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,殷瑞飞,2.62,20220930,4.87%,-34.11%,26.16%,-8.68%,0.97%,23.60%,-29.12%,24.36%,29.24%,42.65%,-6.34%,51.41%
512190.SH,浙商之江凤凰ETF,浙商资管,股票型,20190805,0.5,0.1,中证浙江凤凰行动50指数收益率,被动指数型,E,周文超 邸明轩,0.48,20220930,,,,,,,,6.02%,36.75%,23.51%,-6.42%,67.57%
159960.SZ,H股ETF港股通,平安基金,股票型,20180921,0.5,0.1,恒生中国企业指数收益率(经汇率调整),被动指数型,E,钱晶,3.61,20220930,,,,,,,-7.70%,16.24%,-5.28%,-17.84%,-6.52%,-21.94%
501301.SH,香港大盘LOF,华宝基金,股票型,20170420,0.75,0.15,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,E,周晶 杨洋,2.06,20220930,,,,,,17.21%,-7.81%,16.30%,-6.53%,-16.81%,-6.63%,-10.11%
501212.SH,广发优选配置FOF,广发基金,混合型,20211102,1,0.2,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,混合型,E,杨喆,9.01,20220930,,,,,,,,,,0.56%,-9.03%,-8.52%
510650.SH,金融地产ETF,华夏基金,股票型,20130328,0.5,0.1,上证金融地产行业指数,被动指数型,E,司帆,0.52,20220930,,-8.26%,83.06%,-7.73%,-5.93%,25.79%,-16.18%,33.23%,3.82%,-0.84%,-7.15%,95.86%
159920.SZ,恒生ETF,华夏基金,股票型,20120809,0.6,0.15,(人民币/港币汇率*恒生指数)收益率,被动指数型,E,徐猛,147.66,20220930,3.37%,1.40%,3.99%,1.61%,9.83%,30.24%,-8.53%,14.37%,-7.91%,-15.55%,-7.20%,18.06%
160639.SZ,高铁LOF,鹏华基金,股票型,20150527,1,0.22,中证高铁产业指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,罗英宇,0.75,20220930,,,,-40.01%,-16.47%,-7.56%,-26.73%,2.20%,2.71%,7.52%,-7.22%,-64.42%
513680.SH,恒生国企ETF,建信基金,股票型,20181213,0.5,0.1,恒生中国企业指数收益率(经汇率调整),被动指数型,E,吕鑫 龚佳佳,0.2,20220930,,,,,,,0.15%,1.90%,-6.25%,-17.48%,-7.23%,-26.78%
510760.SH,上证综指ETF,国泰基金,股票型,20200821,0.5,0.1,上证综合指数收益率,被动指数型,E,梁杏 谢东旭,2.75,20220930,,,,,,,,,0.27%,10.57%,-7.27%,2.81%
160620.SZ,资源LOF,鹏华基金,股票型,20120927,1,0.22,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,闫冬,1.75,20220930,0.00%,-33.94%,25.75%,-4.39%,1.06%,15.65%,-32.97%,31.75%,16.04%,39.83%,-7.39%,23.33%
160135.SZ,高铁基金LOF,南方基金,股票型,20150610,1,0.2,中证高铁产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,孙伟,1.84,20220930,,,,-26.98%,-13.86%,-5.66%,-24.48%,4.78%,-7.03%,7.01%,-7.85%,-56.93%
510060.SH,央企ETF,工银瑞信基金,股票型,20090826,0.5,0.1,上证央企50指数,被动指数型,E,赵栩,0.76,20220930,10.21%,-13.72%,80.35%,-6.19%,-7.96%,20.35%,-14.21%,18.19%,8.28%,1.62%,-7.89%,83.12%
510030.SH,价值ETF,华宝基金,股票型,20100423,0.5,0.1,上证180价值指数,被动指数型,E,丰晨成,1.06,20220930,16.45%,-9.68%,73.66%,2.09%,-1.95%,28.12%,-13.77%,27.54%,11.88%,6.09%,-8.05%,181.36%
510170.SH,大宗商品ETF,国联安基金,股票型,20101126,0.6,0.1,上证大宗商品股票指数,被动指数型,E,黄欣,1.87,20220930,4.98%,-34.87%,28.04%,1.20%,-7.70%,19.34%,-31.35%,25.73%,40.75%,40.85%,-8.14%,53.41%
160717.SZ,H股LOF,嘉实基金,股票型,20100930,0.75,0.25,人民币/港币汇率*恒生中国企业指数,被动指数型,E,刘珈吟 张钟玉,2.42,20220930,15.44%,-6.00%,14.88%,-19.79%,3.56%,16.76%,-8.52%,15.94%,-8.02%,-24.53%,-8.33%,-19.37%
159954.SZ,H股ETF,南方基金,股票型,20180208,0.5,0.1,恒生中国企业指数收益率(估值汇率调整),被动指数型,E,孙伟,4.97,20220930,,,,,,,-8.34%,16.26%,-6.93%,-19.49%,-8.53%,-27.90%
501309.SH,港股通LOF,国泰基金,股票型,20181106,0.75,0.2,经人民币汇率调整的恒生港股通指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,朱丹,0.3,20220930,,,,,,,1.71%,4.47%,12.94%,-13.60%,-8.77%,-5.38%
513800.SH,东京证券指数ETF,南方基金,股票型,20190612,0.2,0.05,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",被动指数型,E,崔蕾,0.51,20220930,,,,,,,,12.19%,5.55%,-1.95%,-8.86%,5.82%
161124.SZ,港股小盘LOF,易方达基金,股票型,20161102,0.8,0.25,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,E,刘树荣,0.2,20220930,,,,,-1.28%,11.13%,-8.25%,14.91%,10.55%,-5.32%,-8.91%,8.52%
501307.SH,银河高股息LOF,银河基金,股票型,20180410,0.5,0.18,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,卢轶乔,0.15,20220930,,,,,,,-10.07%,14.87%,-2.45%,1.96%,-9.18%,-7.84%
510900.SH,H股ETF,易方达基金,股票型,20120809,0.6,0.15,恒生中国企业指数(使用估值汇率折算),被动指数型,E,余海燕 成曦,81.42,20220930,6.09%,-6.74%,13.60%,-12.22%,6.36%,18.67%,-7.03%,16.22%,-7.95%,-24.20%,-9.24%,-15.86%
510230.SH,金融ETF,国泰基金,股票型,20110331,0.5,0.1,上证180金融股指数,被动指数型,E,艾小军,32.72,20220930,21.67%,-6.46%,89.04%,-8.95%,-5.08%,21.89%,-17.11%,34.09%,2.25%,-10.37%,-9.28%,109.49%
159718.SZ,港股医药ETF,平安基金,股票型,20211216,0.5,0.1,中证港股通医药卫生综合指数收益率(经汇率调整),被动指数型,E,成钧,0.53,20220930,,,,,,,,,,-1.39%,-9.41%,-10.67%
513700.SH,香港医药ETF,鹏华基金,股票型,20210713,0.5,0.1,中证港股通医药卫生综合指数收益率,被动指数型,E,张羽翔,2.96,20220930,,,,,,,,,,-31.29%,-9.43%,-37.77%
516910.SH,物流ETF,富国基金,股票型,20210603,0.5,0.1,中证现代物流指数收益率,被动指数型,E,张圣贤,0.78,20220930,,,,,,,,,,14.43%,-9.49%,3.57%
161715.SZ,大宗商品LOF,招商基金,股票型,20170629,0.75,0.15,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,E,侯昊 邓童,1.76,20220930,,,,,,10.55%,-36.56%,26.33%,23.89%,43.14%,-9.55%,42.47%
160218.SZ,房地产LOF,国泰基金,股票型,20130206,1,0.2,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,E,谢东旭,5.91,20220930,,-7.30%,69.06%,33.63%,-19.83%,9.15%,-24.79%,25.52%,-6.14%,-7.07%,-9.56%,36.48%
510110.SH,周期ETF,海富通基金,股票型,20100919,0.5,0.1,上证周期行业50指数,被动指数型,E,纪君凯 陈林海,0.2,20220930,17.86%,-13.39%,77.80%,-9.55%,-7.16%,22.53%,-19.03%,31.66%,7.18%,-6.31%,-9.70%,81.41%
562900.SH,现代农业ETF,易方达基金,股票型,20211202,0.15,0.05,中证现代农业主题指数收益率,被动指数型,E,宋钊贤,0.64,20220930,,,,,,,,,,1.96%,-9.80%,-8.03%
513900.SH,港股通100ETF,华安基金,股票型,20180427,0.6,0.1,中华交易服务港股通精选100指数收益率(经汇率调整),被动指数型,E,倪斌,2.03,20220930,,,,,,,-9.53%,14.37%,9.19%,-14.55%,-9.81%,-13.84%
159823.SZ,H股ETF基金,嘉实基金,股票型,20200924,0.15,0.05,恒生中国企业指数收益率(使用估值汇率折算),被动指数型,E,刘珈吟 田光远,0.37,20220930,,,,,,,,,3.44%,-24.72%,-9.86%,-29.81%
515060.SH,房地产ETF基金,华夏基金,股票型,20191128,0.5,0.1,中证全指房地产指数收益率,被动指数型,E,李俊,4.09,20220930,,,,,,,,0.14%,-3.34%,5.32%,-9.87%,-8.11%
159850.SZ,恒生国企ETF,华夏基金,股票型,20210201,0.5,0.15,恒生中国企业指数收益率(使用估值汇率折算),被动指数型,E,徐猛,4.84,20220930,,,,,,,,,,-29.40%,-9.92%,-36.40%
501011.SH,中药基金LOF,汇添富基金,股票型,20161229,0.75,0.1,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,E,过蓓蓓,11.36,20220930,,,,,0.20%,0.87%,-26.84%,5.75%,20.84%,39.56%,-9.95%,18.72%
510160.SH,产业升级ETF,南方基金,股票型,20100827,0.5,0.1,中证南方小康产业指数,被动指数型,E,龚涛,2.34,20220930,5.06%,-9.61%,66.99%,3.61%,-0.95%,16.68%,-22.65%,22.29%,17.17%,11.18%,-10.02%,110.57%
