ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
562910.SH,高端制造ETF,易方达基金,股票型,20211229,0.15,0.05,中证装备产业指数收益率,被动指数型,E,宋钊贤,0.47,20220930,,,,,,,,,,9.999999999998899e-05,-0.22357764223577645,-0.22350000000000003
159743.SZ,湖北ETF,博时基金,股票型,20211229,0.5,0.1,中证湖北新旧动能转换指数收益率,被动指数型,E,尹浩,3.31,20220930,,,,,,,,,,0.0,-0.21489999999999998,-0.21489999999999998
560800.SH,数字经济ETF,鹏扬基金,股票型,20211222,0.5,0.1,中证数字经济主题指数收益率,被动指数型,E,施红俊,5.12,20220930,,,,,,,,,,0.0041999999999999815,-0.3322047400916152,-0.3294
562510.SH,旅游ETF,华夏基金,股票型,20211221,0.5,0.1,中证旅游主题指数收益率,被动指数型,E,严筱娴,4.45,20220930,,,,,,,,,,0.012399999999999967,0.11783879889371786,0.13169999999999993
159758.SZ,红利50ETF,华夏基金,股票型,20211220,0.5,0.1,中证红利质量指数收益率,被动指数型,E,张弘弢,1.69,20220930,,,,,,,,,,0.0014000000000000679,-0.12402636309167174,-0.12280000000000002
562300.SH,碳中和ETF基金,银华基金,股票型,20211220,0.5,0.1,中证内地低碳经济主题指数收益率,被动指数型,E,张凯,1.15,20220930,,,,,,,,,,0.02200000000000002,-0.24608610567514683,-0.22950000000000004
513890.SH,恒生科技HKETF,上投摩根基金,股票型,20211217,0.5,0.15,恒生科技指数(HSTECH)收益率(经估值汇率调整),被动指数型,E,何智豪 张军 胡迪,1.73,20220930,,,,,,,,,,9.999999999998899e-05,-0.19898010198980098,-0.19889999999999997
517180.SH,开放共赢ETF,南方基金,股票型,20211217,0.25,0.05,富时中国国企开放共赢指数收益率,被动指数型,E,龚涛,0.36,20220930,,,,,,,,,,0.0007999999999999119,0.06354916067146293,0.06440000000000001
517090.SH,共赢ETF,国泰基金,股票型,20211217,0.25,0.05,富时中国国企开放共赢指数收益率,被动指数型,E,徐成城 梁杏,0.6,20220930,,,,,,,,,,-0.0033999999999999586,0.061107766405779716,0.05750000000000011
562500.SH,机器人ETF,华夏基金,股票型,20211217,0.5,0.1,中证机器人指数收益率,被动指数型,E,赵宗庭,1.57,20220930,,,,,,,,,,-0.005099999999999993,-0.30847321338828027,-0.31200000000000006
159606.SZ,中证500成长ETF,易方达基金,股票型,20211217,0.5,0.1,中证500质量成长指数收益率,被动指数型,E,伍臣东 林伟斌,6.43,20220930,,,,,,,,,,0.0025999999999999357,-0.16556951924995006,-0.1634
159719.SZ,开放共赢ETF,平安基金,股票型,20211217,0.25,0.05,富时中国国企开放共赢指数收益率,被动指数型,E,成钧,0.34,20220930,,,,,,,,,,-0.0038000000000000256,0.06213611724553309,0.05810000000000004
159718.SZ,港股医药ETF,平安基金,股票型,20211216,0.5,0.1,中证港股通医药卫生综合指数收益率(经汇率调整),被动指数型,E,成钧,0.53,20220930,,,,,,,,,,-0.013900000000000023,-0.09410810262650847,-0.10670000000000002
501216.SH,富国行业精选FOF,富国基金,股票型,20211216,0.5,0.1,中证800指数收益率*75%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,股票型,E,张子炎,2.46,20220930,,,,,,,,,,0.0012000000000000899,-0.1917698761486217,-0.19079999999999997
159711.SZ,港股通ETF,华夏基金,股票型,20211216,0.5,0.1,中证港股通50指数收益率(估值汇率调整),被动指数型,E,李俊,0.57,20220930,,,,,,,,,,0.006000000000000005,-0.049204771371769374,-0.04349999999999998
159701.SZ,物联网ETF招商,招商基金,股票型,20211215,0.5,0.1,中证物联网主题指数收益率,被动指数型,E,侯昊 刘重杰,0.27,20220930,,,,,,,,,,0.006099999999999994,-0.33465858264586024,-0.3306
516350.SH,芯片50ETF,易方达基金,股票型,20211215,0.15,0.05,中证芯片产业指数收益率,被动指数型,E,张湛,1.37,20220930,,,,,,,,,,0.018999999999999906,-0.366143277723258,-0.35409999999999997
501219.SH,智胜先锋LOF,华夏基金,股票型,20211215,1.0,0.2,中证500指数收益率*95%+银行活期存款利率(税后)*5%,股票型,E,孙蒙,1.49,20220930,,,,,,,,,,0.014399999999999968,-0.003154574132491985,0.011200000000000099
159608.SZ,稀有金属ETF,广发基金,股票型,20211215,0.5,0.1,中证稀有金属主题指数收益率,被动指数型,E,叶帅,1.27,20220930,,,,,,,,,,-0.0018000000000000238,-0.25646163093568425,-0.25780000000000003
159610.SZ,500ETF增强,景顺长城基金,股票型,20211213,0.5,0.1,中证500指数收益率,增强指数型,E,张晓南 徐喻军 汪洋,6.37,20220930,,,,,,,,,,0.013400000000000079,-0.22695875271363733,-0.21660000000000001
159730.SZ,龙头家电ETF,博时基金,股票型,20211213,0.5,0.1,国证龙头家电指数收益率,被动指数型,E,尹浩,0.45,20220930,,,,,,,,,,0.03079999999999994,-0.1958672875436554,-0.17110000000000003
517390.SH,云计算AH,天弘基金,股票型,20211210,0.5,0.1,中证沪港深云计算产业指数收益率,被动指数型,E,林心龙 胡超 陈瑶,0.52,20220930,,,,,,,,,,0.00770000000000004,-0.2285402401508386,-0.22260000000000002
588150.SH,科创龙头ETF,南方基金,股票型,20211210,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,龚涛,0.99,20220930,,,,,,,,,,-0.019000000000000017,-0.3118246687054026,-0.32489999999999997
159751.SZ,港股科技ETF,鹏华基金,股票型,20211210,0.6,0.15,中证港股通科技指数收益率,被动指数型,E,张羽翔,0.77,20220930,,,,,,,,,,-0.01100000000000001,-0.24418604651162784,-0.25249999999999995
159706.SZ,深证100ETF华安,华安基金,股票型,20211209,0.15,0.05,深证100指数收益率,被动指数型,E,刘璇子,0.79,20220930,,,,,,,,,,-0.01539999999999997,-0.24791793621775338,-0.25949999999999995
516690.SH,化工产业ETF,银华基金,股票型,20211207,0.5,0.1,中证细分化工产业主题指数收益率,被动指数型,E,王帅,0.63,20220930,,,,,,,,,,-0.024399999999999977,-0.25133251332513323,-0.26959999999999995
501211.SH,民生加银优享FOF,民生加银基金,混合型,20211207,1.0,0.15,中债综合指数收益率*65%+沪深300指数收益率*25%+恒生综合指数收益率(经汇率估值调整)*5%+1年期定期存款收益率(税后)*5%,混合型,E,于善辉 孔思伟,16.08,20220930,,,,,,,,,,0.0016000000000000458,-0.052216453674121414,-0.05069999999999997
159760.SZ,公共卫生健康ETF,泰康基金,股票型,20211206,0.5,0.1,国证公共卫生与健康指数收益率,被动指数型,E,魏军,1.37,20220930,,,,,,,,,,-0.005900000000000016,-0.23850719243536866,-0.243
562900.SH,现代农业ETF,易方达基金,股票型,20211202,0.15,0.05,中证现代农业主题指数收益率,被动指数型,E,宋钊贤,0.64,20220930,,,,,,,,,,0.019600000000000062,-0.0979795998430758,-0.08030000000000004
561990.SH,沪深300增强ETF,招商基金,股票型,20211202,0.5,0.1,沪深300指数收益率,增强指数型,E,王平 苏燕青,4.49,20220930,,,,,,,,,,-0.02070000000000005,-0.17686102317982225,-0.19389999999999996
561550.SH,500增强ETF,华泰柏瑞基金,股票型,20211202,0.7,0.1,中证500指数收益率,增强指数型,E,柳军 田汉卿,7.81,20220930,,,,,,,,,,-0.0010000000000000009,-0.1457457457457457,-0.14659999999999995
159731.SZ,石化ETF,华夏基金,股票型,20211202,0.5,0.1,中证石化产业指数收益率,被动指数型,E,赵宗庭,0.25,20220930,,,,,,,,,,-0.01749999999999996,-0.22982188295165393,-0.24329999999999996
561300.SH,300增强ETF,国泰基金,股票型,20211201,1.0,0.1,沪深300指数收益率,增强指数型,E,梁杏 谢东旭,8.15,20220930,,,,,,,,,,-0.037799999999999945,-0.2224069839950115,-0.2518
517330.SH,长江保护ETF,易方达基金,股票型,20211126,0.15,0.05,中证长江保护主题指数收益率,被动指数型,E,刘树荣,16.37,20220930,,,,,,,,,,0.00649999999999995,-0.2525583705911575,-0.24770000000000003
517160.SH,长江保护主题ETF,南方基金,股票型,20211126,0.15,0.05,中证长江保护主题指数收益率,被动指数型,E,龚涛,16.84,20220930,,,,,,,,,,0.00649999999999995,-0.2565325384997516,-0.25170000000000003
517770.SH,游戏传媒ETF,浦银安盛基金,股票型,20211125,0.5,0.1,中证沪港深游戏及文化传媒指数收益率,被动指数型,E,罗雯,0.32,20220930,,,,,,,,,,0.045500000000000096,-0.20573888091822098,-0.16959999999999997
159789.SZ,饮料ETF,建信基金,股票型,20211125,0.5,0.1,中证饮料主题指数收益率,被动指数型,E,龚佳佳,0.58,20220930,,,,,,,,,,-0.026599999999999957,-0.11300595849599351,-0.13660000000000005
159748.SZ,沪港深创新药ETF,富国基金,股票型,20211124,0.5,0.1,中证沪港深创新药产业指数收益率,被动指数型,E,蔡卡尔,1.62,20220930,,,,,,,,,,-0.07420000000000004,-0.21635342406567284,-0.27449999999999997
159761.SZ,新材料50ETF,国泰基金,股票型,20211124,0.5,0.1,中证新材料主题指数收益率,被动指数型,E,王玉,2.21,20220930,,,,,,,,,,-0.04359999999999997,-0.2862818904224174,-0.3174
159607.SZ,中概互联网ETF,嘉实基金,股票型,20211124,0.5,0.1,中证海外中国互联网30指数收益率(经估值汇率调整),被动指数型,E,刘珈吟 田光远,6.55,20220930,,,,,,,,,,-0.08999999999999997,-0.11021978021978028,-0.19030000000000002
501218.SH,工银睿智进取FOF,工银瑞信基金,股票型,20211124,0.5,0.1,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,股票型,E,蒋华安,2.58,20220930,,,,,,,,,,-0.0028000000000000247,-0.15583634175691935,-0.1582
159605.SZ,中概互联ETF,广发基金,股票型,20211124,0.5,0.1,人民币计价的中证海外中国互联网30指数收益率,被动指数型,E,夏浩洋,33.01,20220930,,,,,,,,,,-0.0958,-0.10893607608936079,-0.19430000000000003
517960.SH,科技AHETF,上投摩根基金,股票型,20211122,0.3,0.1,中证沪港深科技100指数收益率,被动指数型,E,何智豪 胡迪,1.62,20220930,,,,,,,,,,0.009600000000000053,-0.2032488114104596,-0.1956
588310.SH,双创ETF基金,方正富邦基金,股票型,20211122,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,于润泽 徐维君,0.55,20220930,,,,,,,,,,-0.05720000000000003,-0.27333474756045817,-0.31489999999999996
159779.SZ,消费电子ETF基金,招商基金,股票型,20211118,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E,苏燕青,0.61,20220930,,,,,,,,,,0.0032000000000000917,-0.3839712918660288,-0.382
517880.SH,品牌消费ETF,华泰柏瑞基金,股票型,20211117,0.5,0.1,中证沪港深品牌消费50指数收益率,被动指数型,E,谭弘翔,0.47,20220930,,,,,,,,,,0.0,-0.1835,-0.1835
517280.SH,网购ETF,天弘基金,股票型,20211116,0.5,0.1,中证沪港深线上消费主题指数收益率,被动指数型,E,张子法 林心龙 胡超,0.4,20220930,,,,,,,,,,0.02069999999999994,-0.20270402664837855,-0.18620000000000003
159896.SZ,物联网龙头ETF,南方基金,股票型,20211115,0.5,0.1,中证物联网主题指数收益率,被动指数型,E,龚涛,0.69,20220930,,,,,,,,,,0.012199999999999989,-0.34173088322465917,-0.3337
501215.SH,积极配置FOF,兴证全球基金,混合型,20211112,1.1,0.15,中证偏股型基金指数收益率*85%+中债综合(全价)指数收益率*15%,混合型,E,丁凯琳 林国怀,34.29,20220930,,,,,,,,,,0.013400000000000079,-0.13627392934675361,-0.12470000000000003
159726.SZ,恒生红利ETF,华夏基金,股票型,20211111,0.5,0.1,恒生中国内地企业高股息率指数收益率(经估值汇率调整),被动指数型,E,严筱娴,0.84,20220930,,,,,,,,,,-0.0252,-0.160853508411982,-0.18200000000000005
561310.SH,消电ETF,国泰基金,股票型,20211110,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E,黄岳,1.04,20220930,,,,,,,,,,0.007900000000000018,-0.37870820517908527,-0.3738
501213.SH,中欧汇选FOF,中欧基金,混合型,20211110,1.0,0.2,中证800指数收益率*80%+银行活期存款利率(税后)*20%,混合型,E,桑磊,7.73,20220930,,,,,,,,,,0.01110000000000011,-0.14024329937691637,-0.13070000000000004
501210.SH,交银智选星光FOF,交银施罗德基金,混合型,20211110,1.0,0.2,沪深300指数收益率*80%+中债综合全价指数收益率*20%,混合型,E,刘兵,25.19,20220930,,,,,,,,,,-0.0014999999999999458,-0.141612418627942,-0.14290000000000003
159793.SZ,线上消费ETF平安,平安基金,股票型,20211109,0.5,0.1,中证沪港深线上消费主题指数收益率,被动指数型,E,刘洁倩,0.45,20220930,,,,,,,,,,-0.03090000000000004,-0.19781240326075739,-0.22260000000000002
159707.SZ,地产ETF,华宝基金,股票型,20211104,0.5,0.1,中证800地产指数收益率,被动指数型,E,蒋俊阳,1.17,20220930,,,,,,,,,,0.043299999999999894,-0.12240007667976607,-0.08440000000000003
516730.SH,证券公司ETF,浦银安盛基金,股票型,20211104,0.5,0.1,中证证券公司30指数收益率,被动指数型,E,陈士俊 高钢杰,0.6,20220930,,,,,,,,,,0.05339999999999989,-0.25897095120561986,-0.21940000000000004
159739.SZ,大数据ETF,鹏华基金,股票型,20211103,0.5,0.1,中证云计算与大数据主题指数收益率,被动指数型,E,罗英宇,0.62,20220930,,,,,,,,,,0.0121,-0.23545104238711587,-0.22619999999999996
501212.SH,广发优选配置FOF,广发基金,混合型,20211102,1.0,0.2,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,混合型,E,杨喆,9.01,20220930,,,,,,,,,,0.005600000000000049,-0.09029435163086724,-0.08520000000000005
159601.SZ,A50ETF,华夏基金,股票型,20211101,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,荣膺,46.42,20220930,,,,,,,,,,0.00039999999999995595,-0.19342263094762097,-0.19310000000000005
563000.SH,中国A50ETF,易方达基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,宋钊贤 林伟斌,60.38,20220930,,,,,,,,,,-0.0020999999999999908,-0.19180278585028562,-0.1935
159602.SZ,中国A50ETF,南方基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通指数(人民币)收益率,被动指数型,E,李佳亮,17.44,20220930,,,,,,,,,,-0.00029999999999996696,-0.19255776733019905,-0.19279999999999997
560050.SH,MSCI中国A50ETF,汇添富基金,股票型,20211029,0.5,0.1,MSCI中国A50互联互通人民币指数收益率,被动指数型,E,乐无穹 吴振翔,70.51,20220930,,,,,,,,,,-0.0027000000000000357,-0.1938233229720244,-0.19599999999999995
516750.SH,建材ETF,富国基金,股票型,20211028,0.5,0.1,中证全指建筑材料指数收益率,被动指数型,E,牛志冬,0.82,20220930,,,,,,,,,,0.13050000000000006,-0.2342326404245909,-0.13429999999999997
159712.SZ,港股通50ETF,国泰基金,股票型,20211027,0.5,0.1,中证港股通50指数收益率,被动指数型,E,吴向军 徐成城,0.64,20220930,,,,,,,,,,-0.04800000000000004,-0.0494747899159663,-0.09509999999999996
159862.SZ,食品ETF,银华基金,股票型,20211026,0.5,0.1,中证细分食品饮料产业主题指数收益率,被动指数型,E,李宜璇 王帅,0.59,20220930,,,,,,,,,,0.028799999999999937,-0.13384525660964225,-0.1089
159770.SZ,机器人ETF,天弘基金,股票型,20211026,0.5,0.1,中证机器人指数收益率,被动指数型,E,刘笑明 沙川,1.04,20220930,,,,,,,,,,0.018399999999999972,-0.30979968578161826,-0.29710000000000003
159877.SZ,医疗产业ETF,南方基金,股票型,20211022,0.5,0.1,中证全指医疗保健设备与服务指数收益率,被动指数型,E,朱恒红 罗文杰,1.35,20220930,,,,,,,,,,0.020100000000000007,-0.2073326144495638,-0.19140000000000001
516620.SH,影视ETF,国泰基金,股票型,20211020,0.5,0.1,中证影视主题指数收益率,被动指数型,E,王玉,0.94,20220930,,,,,,,,,,0.2593000000000001,-0.2584769316286827,-0.06620000000000004
159895.SZ,物联网50ETF,易方达基金,股票型,20211013,0.15,0.05,中证物联网主题指数收益率,被动指数型,E,张湛,0.34,20220930,,,,,,,,,,0.09339999999999993,-0.34552771172489477,-0.2844
588280.SH,科创50ETF华安,华安基金,股票型,20211012,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,苏卿云 许之彦,1.43,20220930,,,,,,,,,,0.020199999999999996,-0.3169966673201333,-0.3032
517660.SH,物联网AH,天弘基金,股票型,20211012,0.5,0.1,中证沪港深物联网主题指数收益率,被动指数型,E,林心龙 胡超 陈瑶,0.33,20220930,,,,,,,,,,0.01309999999999989,-0.27628072253479413,-0.26680000000000004
159892.SZ,恒生医药ETF,华夏基金,股票型,20210929,0.5,0.15,恒生香港上市生物科技指数收益率(使用估值汇率折算),被动指数型,E,赵宗庭,1.58,20220930,,,,,,,,,,-0.20350000000000001,-0.11512868801004394,-0.2952
159853.SZ,科技100ETF,南方基金,股票型,20210929,0.15,0.05,中证科技100指数收益率,被动指数型,E,龚涛,0.28,20220930,,,,,,,,,,0.09149999999999991,-0.27356848373797515,-0.20709999999999995
516130.SH,消费龙头ETF,华宝基金,股票型,20210928,0.5,0.1,中证消费龙头指数收益率,被动指数型,E,胡洁,0.93,20220930,,,,,,,,,,0.014399999999999968,-0.16630520504731858,-0.1543
159777.SZ,创科技ETF基金,国联安基金,股票型,20210927,0.5,0.1,创业板科技指数收益率,被动指数型,E,章椹元 黄欣,0.13,20220930,,,,,,,,,,0.018799999999999928,-0.27954456223007457,-0.266
561130.SH,国货ETF,富国基金,股票型,20210927,0.5,0.1,中证新华社民族品牌工程指数收益率,被动指数型,E,蔡卡尔,2.24,20220930,,,,,,,,,,0.021700000000000053,-0.2323578349809142,-0.2157
159723.SZ,科技龙头ETF,汇添富基金,股票型,20210927,0.15,0.05,中证沪港深科技龙头指数收益率,被动指数型,E,乐无穹,0.52,20220930,,,,,,,,,,-0.040000000000000036,-0.2678125,-0.29710000000000003
516860.SH,金融科技ETF,博时基金,股票型,20210924,0.5,0.1,中证金融科技主题指数收益率,被动指数型,E,尹浩,0.34,20220930,,,,,,,,,,0.07850000000000001,-0.21474269819193326,-0.1531
159773.SZ,创科技ETF,华泰柏瑞基金,股票型,20210923,0.5,0.1,创业板科技指数收益率,被动指数型,E,谭弘翔,0.54,20220930,,,,,,,,,,0.04150000000000009,-0.27431589054248684,-0.24419999999999997
562360.SH,机器人50ETF,银华基金,股票型,20210922,0.5,0.1,中证机器人指数收益率,被动指数型,E,张凯,0.77,20220930,,,,,,,,,,0.10640000000000005,-0.30685104844540856,-0.23309999999999997
560000.SH,智慧电车ETF,浦银安盛基金,股票型,20210917,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E,高钢杰,0.32,20220930,,,,,,,,,,0.09759999999999991,-0.3260750728862973,-0.2603
510770.SH,G60创新ETF,申万菱信基金,股票型,20210916,0.5,0.1,上证G60战略新兴产业成份指数收益率,被动指数型,E,廖裕舟 王赟杰,0.21,20220930,,,,,,,,,,0.012299999999999978,-0.2699792551615134,-0.261
517030.SH,沪港深300ETF基金,易方达基金,股票型,20210915,0.15,0.05,中证沪港深300指数收益率,被动指数型,E,成曦,0.35,20220930,,,,,,,,,,0.019200000000000106,-0.16522762951334388,-0.1492
159792.SZ,港股通互联网ETF,富国基金,股票型,20210915,0.5,0.1,中证港股通互联网指数收益率,被动指数型,E,蔡卡尔,18.08,20220930,,,,,,,,,,-0.15439999999999998,-0.15728476821192053,-0.2874
562800.SH,稀有金属ETF,嘉实基金,股票型,20210915,0.5,0.1,中证稀有金属主题指数收益率,被动指数型,E,田光远,6.67,20220930,,,,,,,,,,-0.09499999999999997,-0.25712707182320443,-0.3277
159717.SZ,ESGETF,鹏华基金,股票型,20210915,0.5,0.1,国证ESG300指数收益率,被动指数型,E,罗英宇,0.53,20220930,,,,,,,,,,0.04170000000000007,-0.17644235384467702,-0.1421
159733.SZ,消费电子50ETF,景顺长城基金,股票型,20210915,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E,张晓南,0.34,20220930,,,,,,,,,,0.14339999999999997,-0.3880531747419975,-0.3003
516190.SH,文娱传媒ETF,华夏基金,股票型,20210909,0.5,0.1,中证文娱传媒指数收益率,被动指数型,E,赵宗庭,0.13,20220930,,,,,,,,,,0.12939999999999996,-0.2564193377014344,-0.1602
159736.SZ,饮食ETF,天弘基金,股票型,20210909,0.5,0.1,中证食品饮料指数收益率,被动指数型,E,沙川,72.88,20220930,,,,,,,,,,0.10319999999999996,-0.14521392313270487,-0.05700000000000005
516560.SH,养老ETF,华宝基金,股票型,20210908,0.5,0.1,中证养老产业指数收益率,被动指数型,E,张放,0.74,20220930,,,,,,,,,,0.04590000000000005,-0.185773018453007,-0.14839999999999998
517110.SH,创新药沪深港ETF,国泰基金,股票型,20210908,0.5,0.1,中证沪港深创新药产业指数收益率,被动指数型,E,梁杏,1.44,20220930,,,,,,,,,,-0.11819999999999997,-0.20707643456566113,-0.30079999999999996
516210.SH,银行股ETF,华安基金,股票型,20210903,0.5,0.1,中证银行指数收益率,被动指数型,E,苏卿云,0.55,20220930,,,,,,,,,,-0.031200000000000006,-0.048926507018992565,-0.0786
501209.SH,富久食品饮料LOF,银华基金,混合型,20210903,1.5,0.25,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,混合型,E,焦巍 王丽敏,6.43,20220930,,,,,,,,,,0.00019999999999997797,-0.16656668666266744,-0.1664
159715.SZ,稀土ETF易方达,易方达基金,股票型,20210901,0.15,0.05,中证稀土产业指数收益率,被动指数型,E,成曦,2.52,20220930,,,,,,,,,,-0.07699999999999996,-0.2538461538461539,-0.3113
159889.SZ,智能汽车ETF,国泰基金,股票型,20210901,0.5,0.1,中证智能汽车主题指数收益率,被动指数型,E,黄岳,1.0,20220930,,,,,,,,,,0.17169999999999996,-0.3493214986771358,-0.23760000000000003
506008.SH,科创板长城,长城基金,混合型,20210901,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率(使用估值汇率折算)*10%,混合型,E,赵凤飞 陈良栋,3.12,20220930,,,,,,,,,,-0.008900000000000019,-0.21925133689839565,-0.22619999999999996
561600.SH,消费电子ETF,平安基金,股票型,20210830,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E,钱晶,0.53,20220930,,,,,,,,,,0.09040000000000004,-0.38105282465150403,-0.32509999999999994
560560.SH,泰康碳中和ETF,泰康基金,股票型,20210827,0.5,0.1,中证内地低碳经济主题指数收益率,被动指数型,E,魏军,1.18,20220930,,,,,,,,,,0.023500000000000076,-0.2554958475818271,-0.238
