ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
588000.SH,科创50ETF,华夏基金,20200928,股票型,被动指数型,上证科创板50成份指数收益率,0.5,0.1,222.79,20210930,,,,,,,,,-0.00278859,0.012117842,0.00929546
588080.SH,科创板50ETF,易方达基金,20200928,股票型,被动指数型,上证科创板50成份指数收益率,0.5,0.1,112.81,20210930,,,,,,,,,-0.0032143,0.010754207,0.00750534
159823.SZ,H股ETF基金,嘉实基金,20200924,股票型,被动指数型,恒生中国企业指数收益率(使用估值汇率折算),0.15,0.05,0.6,20210930,,,,,,,,,0.0344,-0.247196442,-0.2213
162720.SZ,广发创业板定开,广发基金,20200924,混合型,混合型,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,1.5,0.25,10.44,20210930,,,,,,,,,0.0133,0.246126517,0.2627
515530.SH,泰康中证500ETF,泰康资产,20200918,股票型,被动指数型,中证500指数收益率,0.4,0.05,0.53,20210930,,,,,,,,,0.00490064,0.17332628,0.17907633
515760.SH,浙江国资ETF,华夏基金,20200917,股票型,被动指数型,中证浙江国资创新发展指数收益率,0.45,0.05,2.58,20210930,,,,,,,,,0.0524,0.143671608,0.2036
510370.SH,兴业沪深300ETF,兴业基金,20200911,股票型,被动指数型,沪深300指数收益率,0.5,0.1,0.16,20210930,,,,,,,,,0.0961,-0.055743089,0.035
160529.SZ,创业板博时定开,博时基金,20200903,混合型,混合型,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,7.45,20210930,,,,,,,,,0.1116,0.203670385,0.338
160143.SZ,创业板定开南方,南方基金,20200901,混合型,混合型,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,1.5,0.25,9.97,20210930,,,,,,,,,0.1448,0.126048218,0.2891
518890.SH,中银上海金ETF,中银基金,20200828,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,0.5,0.1,0.85,20210930,,,,,,,,,-0.05239595,-0.055738956,-0.10521441
502056.SH,医疗基金LOF,广发基金,20200826,股票型,被动指数型,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.15,7.01,20210930,,,,-0.0751,-0.208887447,-0.094014758,-0.105711131,0.470583011,0.655327226,-0.114859716,0.2777
510760.SH,上证综指ETF,国泰基金,20200821,股票型,被动指数型,上证综合指数收益率,0.5,0.1,3.05,20210930,,,,,,,,,0.0027,0.105714571,0.1087
168207.SZ,创业定开,中融基金,20200821,混合型,混合型,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,1.5,0.25,4.6,20210930,,,,,,,,,0.076,0.243866171,0.3384
161914.SZ,创业板2年定开,万家基金,20200814,混合型,混合型,创业板综合指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,16.92,20210930,,,,,,,,,0.052,0.056273764,0.1112
515500.SH,中证长三角领先,海富通基金,20200813,股票型,被动指数型,中证长三角领先指数收益率,0.15,0.05,0.73,20210930,,,,,,,,,0.0357,0.081394226,0.12
159820.SZ,中证500ETF天弘,天弘基金,20200807,股票型,被动指数型,中证500指数收益率,0.5,0.1,28.27,20210930,,,,,,,,,-0.0247,0.184045935,0.1548
161121.SZ,银行LOF易方达,易方达基金,20200807,股票型,被动指数型,中证银行指数收益率*95%+活期存款利率(税后)*5%,0.5,0.1,13.81,20210930,,,,-0.1408,-0.026885475,0.152475484,-0.130926445,0.248120301,0.070759227,0.006072513,0.1266
518860.SH,黄金ETFAU,建信基金,20200805,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,0.5,0.1,0.61,20210930,,,,,,,,,-0.07048872,-0.055322631,-0.12191173
159808.SZ,创业板ETF融通,融通基金,20200805,股票型,被动指数型,创业板指数收益率,0.3,0.1,0.7,20210930,,,,,,,,,0.1111,0.120151202,0.2446
513990.SH,港股通ETF,招商基金,20200803,股票型,被动指数型,上证港股通指数收益率,0.2,0.05,0.69,20210930,,,,,,,,,0.0461,-0.151037186,-0.1119
506001.SH,万家科创板,万家基金,20200803,混合型,混合型,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,1.5,0.25,15.75,20210930,,,,,,,,,0.1265,0.235105877,0.39134677
159815.SZ,浙江100ETF,招商基金,20200803,股票型,被动指数型,中证浙江100指数收益率,0.3,0.1,0.42,20210930,,,,,,,,,0.094,0.107952468,0.2121
511360.SH,短融ETF,海富通基金,20200803,债券型,被动指数型,中证短融指数收益率,0.15,0.05,12.17,20210930,,,,,,,,,0.010735,0.028220058,0.039258
159816.SZ,0-4地债ETF,鹏华基金,20200730,债券型,被动指数型,中证0-4年期地方政府债指数收益率,0.15,0.05,18.87,20210930,,,,,,,,,0.00543817,0.034445718,0.04007121
506005.SH,科创板博时,博时基金,20200729,混合型,混合型,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,29.04,20210930,,,,,,,,,0.1147,0.133037194,0.26299656
506003.SH,富国科创板,富国基金,20200729,混合型,混合型,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,1.5,0.25,30.08,20210930,,,,,,,,,-0.0487,0.116472196,0.0621
506002.SH,易方达科创板,易方达基金,20200728,混合型,混合型,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,1.5,0.25,35.2,20210930,,,,,,,,,0.0464,0.206135321,0.2621
506006.SH,汇添富科创板,汇添富基金,20200728,混合型,混合型,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,36.01,20210930,,,,,,,,,0.1294,0.156341048,0.30597158
506000.SH,科创板基金,南方基金,20200728,混合型,混合型,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,1.5,0.25,34.78,20210930,,,,,,,,,0.0266,0.152737191,0.1834
159819.SZ,人工智能ETF,易方达基金,20200727,股票型,被动指数型,中证人工智能主题指数收益率,0.15,0.05,20.86,20210930,,,,,,,,,-0.053,0.083315734,0.0259
512350.SH,福建ETF,兴业基金,20200727,股票型,被动指数型,中证福建50指数收益率,0.5,0.1,0.06,20210930,,,,,,,,,0.0886,-0.08138894,0
160325.SZ,华夏创业板定开,华夏基金,20200724,混合型,混合型,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,1.5,0.25,33.11,20210930,,,,,,,,,0.1342,0.131899136,0.2838
501201.SH,科创红土,红土创新基金,20200723,混合型,灵活配置型,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,1.5,0.25,4.64,20210930,,,,,,,,,0.4764,0.455567597,1.149
515260.SH,电子ETF,华宝基金,20200717,股票型,被动指数型,中证电子50指数收益率,0.5,0.1,6.71,20210930,,,,,,,,,0.0039,0.072616795,0.0768
501202.SH,科创华泰,华泰证券资管,20200717,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,1.2,0.2,11.61,20210930,,,,,,,,,0.1694,0.084658799,0.2684
160926.SZ,创业板定开,大成基金,20200716,混合型,混合型,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,1.5,0.25,34.54,20210930,,,,,,,,,0.1997,0.147286822,0.3764
515610.SH,中银中证800ETF,中银基金,20200716,股票型,被动指数型,中证800指数收益率,0.45,0.05,0.47,20210930,,,,,,,,,0.0706,-0.004950495,0.0653
166027.SZ,中欧创业定开,中欧基金,20200716,混合型,混合型,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,1.5,0.25,19.08,20210930,,,,,,,,,0.0703,0.147995889,0.2287
161040.SZ,创业富国定开,富国基金,20200714,混合型,混合型,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,1.5,0.25,42.33,20210930,,,,,,,,,0.1712,0.317281421,0.5428
159999.SZ,永赢中证500ETF,永赢基金,20200714,股票型,被动指数型,中证500指数收益率,0.15,0.05,0.56,20210930,,,,,,,,,0.0275,0.156788321,0.1886
511180.SH,上证可转债ETF,海富通基金,20200713,债券型,被动指数型,上证投资级可转债及可交换债券指数收益率,0.25,0.05,2.55,20210930,,,,,,,,,0.0099,0.108981087,0.11996
518600.SH,上海金ETF,广发基金,20200708,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,0.5,0.1,1.64,20210930,,,,,,,,,-0.04259466,-0.057128969,-0.09729024
518680.SH,金ETF,富国基金,20200706,商品型,黄金现货合约,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,0.5,0.1,1.38,20210930,,,,,,,,,-0.02449411,-0.057742511,-0.08082227
510570.SH,兴业中证500ETF,兴业基金,20200630,股票型,被动指数型,中证500指数收益率,0.5,0.1,0.14,20210930,,,,,,,,,-0.0509,0.143293647,0.0851
515560.SH,证券ETF建信,建信基金,20200629,股票型,被动指数型,中证全指证券公司指数,0.2,0.05,4.98,20210930,,,,,,,,,0.081,-0.019518964,0.0599
512320.SH,工银MSCI中国ETF,工银瑞信基金,20200629,股票型,被动指数型,MSCI中国A股人民币指数收益率,0.5,0.1,0.84,20210930,,,,,,,,,0.1002,0.011543356,0.1129
159814.SZ,创业大盘ETF,西部利得基金,20200619,股票型,被动指数型,创业板大盘指数收益率,0.5,0.1,1.11,20210930,,,,,,,,,0.1872,0.121091813,0.3309602
159810.SZ,浦银创业板ETF,浦银安盛基金,20200612,股票型,被动指数型,创业板指数收益率,0.15,0.05,0.21,20210930,,,,,,,,,0.1671,0.132036672,0.3212
515830.SH,工银中证800ETF,工银瑞信基金,20200601,股票型,被动指数型,中证800指数收益率,0.45,0.07,0.22,20210930,,,,,,,,,0.08128872,0.01565445,0.0982157
513080.SH,法国CAC40ETF,华安基金,20200529,股票型,被动指数型,法国CAC40指数收益率(经汇率调整后),0.5,0.15,0.54,20210930,,,,,,,,,0.1337,0.156037752,0.3106
515100.SH,低波红利ETF,景顺长城基金,20200522,股票型,被动指数型,中证红利低波动100指数收益率,0.5,0.1,0.95,20210930,,,,,,,,,0.1979,0.262208866,0.512
501200.SH,科创加银,民生加银基金,20200515,混合型,灵活配置型,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,1.5,0.25,4.05,20210930,,,,,,,,,0.3051,-0.040226803,0.2526
515820.SH,沪深800ETF,富国基金,20200513,股票型,被动指数型,中证800指数收益率,0.15,0.05,1.94,20210930,,,,,,,,,0.3076,0.113413888,0.4559
515770.SH,上投摩根MSCIAETF,上投摩根基金,20200513,股票型,被动指数型,MSCI中国A股人民币指数收益率,0.15,0.05,1.76,20210930,,,,,,,,,0.3397,0.057027693,0.4161
510690.SH,兴业金融ETF,兴业基金,20200508,股票型,被动指数型,上证180金融股指数收益率,0.5,0.1,0.08,20210930,,,,,,,,,0.1598,-0.137782376,0
167508.SZ,安信价值发现定开,安信基金,20200430,混合型,混合型,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,1.5,0.25,5.61,20210930,,,,,,,,,0.3433,0.06655252,0.4327
515190.SH,中银证券500ETF,中银证券,20200430,股票型,被动指数型,中证500指数收益率,0.15,0.05,0.67,20210930,,,,,,,,,0.2584,0.157342657,0.4564
515780.SH,浦银MSCI中国ETF,浦银安盛基金,20200430,股票型,被动指数型,MSCI中国A股人民币指数收益率,0.15,0.05,2.82,20210930,,,,,,,,,0.4738,0.108155788,0.6332
159812.SZ,黄金基金ETF,前海开源基金,20200429,商品型,黄金现货合约,上海黄金交易所Au99.99现货实盘合约收益率,0.5,0.1,0.55,20210930,,,,,,,,,-0.00193991,-0.04963131,-0.05147494
159988.SZ,粤债ETF,平安基金,20200429,债券型,被动指数型,中债-0-5年广东省地方政府债指数,0.15,0.05,1.14,20210930,,,,,,,,,0.0027,0.027725142,0.0305
515960.SH,医药健康ETF,嘉实基金,20200424,股票型,被动指数型,中证医药健康100策略指数收益率,0.5,0.1,2.84,20210930,,,,,,,,,0.3764,-0.120023249,0.2112
518660.SH,黄金ETF基金,工银瑞信基金,20200424,商品型,黄金现货合约,上海黄金交易所Au99.99现货实盘合约收盘价收益率,0.5,0.1,1.05,20210930,,,,,,,,,0.00533653,-0.049728025,-0.04465687
159813.SZ,半导体ETF,鹏华基金,20200417,股票型,被动指数型,国证半导体芯片指数收益率,0.5,0.1,6.21,20210930,,,,,,,,,0.1258,0.387679872,0.56225
515670.SH,中银中证100ETF,中银基金,20200417,股票型,被动指数型,中证100指数收益率,0.45,0.09,0.84,20210930,,,,,,,,,0.3577,-0.090520734,0.2348
515930.SH,永赢沪深300ETF,永赢基金,20200413,股票型,被动指数型,沪深300指数收益率,0.15,0.05,3.42,20210930,,,,,,,,,0.49519018,0.05253721,0.5737433
518850.SH,黄金ETF9999,华夏基金,20200413,商品型,黄金现货合约,上海黄金交易所黄金现货实盘合约Au99.99价格收益率,0.5,0.1,1.56,20210930,,,,,,,,,-0.00075641,-0.049024903,-0.04974423
501099.SH,平安科技创新,平安基金,20200410,混合型,灵活配置型,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*20%+恒生指数收益率(经汇率估值调整)*15%,1.5,0.25,3.73,20210930,,,,,,,,,0.5916,0.251759236,0.9923
510200.SH,上证券商ETF,汇安基金,20200409,股票型,被动指数型,上证证券行业指数,0.5,0.1,0.87,20210930,,,,,,,,,0.28,-0.008828125,0.2687
168701.SZ,金融科技LOF,合煦智远基金,20200403,股票型,被动指数型,国证香蜜湖金融科技指数,0.5,0.1,0.76,20210930,,,,,,,,,0.0826,0.039257343,0.1251
515130.SH,沪深300ETF博时,博时基金,20200403,股票型,被动指数型,沪深300指数收益率,0.15,0.05,2.64,20210930,,,,,,,,,0.4662,-0.00136407,0.4642
515280.SH,银行龙头ETF,富国基金,20200401,股票型,被动指数型,中证银行指数收益率,0.5,0.1,0.6,20210930,,,,,,,,,0.1786,-0.008569489,0.1685
164508.SZ,国富中证100LOF,国海富兰克林基金,20200327,股票型,增强指数型,中证100指数收益率*95%+银行同业存款利率*5%,0.85,0.15,0.31,20210930,,,,,,,,,0.444764649,-0.087101064,0.318924111
159811.SZ,5G50ETF,博时基金,20200327,股票型,被动指数型,中证5G产业50指数收益率,0.45,0.1,3.19,20210930,,,,,,,,,0.1465,0.110771915,0.2735
501098.SH,科创建信,建信基金,20200326,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*45%+恒生指数收益率(使用估值汇率折算)*5%,1.2,0.2,4.23,20210930,,,,,,,,,0.2593,0.12927817,0.4221
501097.SH,科创国寿,国寿安保基金,20200326,混合型,灵活配置型,中证全债指数收益率*60%+中国战略新兴产业成份指数收益率*40%,1.2,0.2,4.27,20210930,,,,,,,,,0.2142,0.111019601,0.349
159992.SZ,创新药ETF,银华基金,20200320,股票型,被动指数型,中证创新药产业指数,0.5,0.05,30.78,20210930,,,,,,,,,0.3919,-0.099001365,0.2541
515690.SH,股息ETF,鹏华基金,20200320,股票型,被动指数型,中证高股息龙头指数收益率,0.2,0.1,0.99,20210930,,,,,,,,,0.28348897,0.02408478,0.31440152
501096.SH,国联安科创,国联安基金,20200320,混合型,灵活配置型,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,1.2,0.2,7.07,20210930,,,,,,,,,0.1915,0.06898867,0.2737
159998.SZ,计算机ETF,天弘基金,20200320,股票型,被动指数型,中证计算机主题指数收益率,0.5,0.1,16.35,20210930,,,,,,,,,0.1016,-0.006263617,0.0947
160527.SZ,博时研究优选,博时基金,20200320,混合型,灵活配置型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,1.5,0.25,23.15,20210930,,,,,,,,,0.1237,0.06511673,0.19687167
515890.SH,红利ETF博时,博时基金,20200320,股票型,被动指数型,中证红利指数收益率,0.15,0.05,0.24,20210930,,,,,,,,,0.1991,0.152447669,0.3819
159991.SZ,创大盘ETF,招商基金,20200320,股票型,被动指数型,创业板大盘指数收益率,0.2,0.1,1.01,20210930,,,,,,,,,0.6355,0.20128505,0.9647017
515510.SH,成长估值ETF,嘉实基金,20200316,股票型,被动指数型,中证500成长估值指数收益率,0.5,0.1,0.17,20210930,,,,,,,,,0.3318,0.187115182,0.581
515950.SH,医药龙头ETF,富国基金,20200316,股票型,被动指数型,中证医药50指数收益率,0.5,0.1,2.14,20210930,,,,,,,,,0.6903,-0.060521801,0.588
159807.SZ,科技ETF,易方达基金,20200316,股票型,被动指数型,中证科技50指数收益率,0.15,0.05,7.42,20210930,,,,,,,,,0.6214,0.002096953,0.6248
513090.SH,香港证券ETF,易方达基金,20200313,股票型,被动指数型,中证香港证券投资主题指数收益率(使用估值汇率折算),0.15,0.05,9.61,20210930,,,,,,,,,0.2371,0.050683049,0.2998
501095.SH,中银证券科技创新,中银证券,20200312,混合型,灵活配置型,中国战略新兴产业成份指数收益率*55%+中债综合全价指数收益率*45%,1.2,0.2,9.58,20210930,,,,,,,,,0.1562,-0.036844837,0.1136
159806.SZ,新能源车ETF,国泰基金,20200310,股票型,被动指数型,中证新能源汽车指数收益率,0.5,0.1,20.06,20210930,,,,,,,,,1.1144,0.434402194,2.0329
159805.SZ,传媒ETF,鹏华基金,20200306,股票型,被动指数型,中证传媒指数收益率,0.5,0.1,2.18,20210930,,,,,,,,,0.0826,0.065398116,0.1534
159978.SZ,大湾区ETF,建信基金,20200306,股票型,被动指数型,中证沪港深粤港澳大湾区发展主题指数,0.3,0.1,0.4,20210930,,,,,,,,,0.303,-0.112816577,0.156
511380.SH,可转债ETF,博时基金,20200306,债券型,被动指数型,中证可转债及可交换债券指数收益率,0.15,0.05,6.63,20210930,,,,,,,,,0.0365699,0.176312258,0.21932988
501093.SH,华夏翔阳LOF,华夏基金,20200306,混合型,混合型,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,1.5,0.25,31.15,20210930,,,,,,,,,0.792,-0.210714286,0.4144
159804.SZ,创中盘88ETF,国寿安保基金,20200304,股票型,被动指数型,国证创业板中盘精选88指数,0.3,0.1,1.94,20210930,,,,,,,,,0.165,0.291587983,0.5047
515630.SH,证保ETF,鹏华基金,20200228,股票型,被动指数型,中证800证券保险指数收益率,0.5,0.1,1.52,20210930,,,,,,,,,0.3248,-0.065217391,0.2384
159996.SZ,家电ETF,国泰基金,20200227,股票型,被动指数型,中证全指家用电器指数收益率,0.5,0.1,6.09,20210930,,,,,,,,,0.3902,-0.084807941,0.2723
159997.SZ,电子ETF,天弘基金,20200227,股票型,被动指数型,中证电子指数收益率,0.5,0.1,12.91,20210930,,,,,,,,,0.2407,0.103489965,0.3691
159983.SZ,粤港澳大湾区ETF,华夏基金,20200225,股票型,被动指数型,粤港澳大湾区创新100指数收益率,0.3,0.1,1.14,20210930,,,,,,,,,0.424,-0.054424157,0.3465
501092.SH,交银瑞思,交银施罗德基金,20200221,混合型,混合型,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,1.5,0.25,60.85,20210930,,,,,,,,,0.2949,0.010116611,0.308
515030.SH,新能源车ETF,华夏基金,20200220,股票型,被动指数型,中证新能源汽车指数收益率,0.5,0.1,88.8,20210930,,,,,,,,,0.6623,0.41959935,1.3598
502000.SH,500增强LOF,西部利得基金,20200219,股票型,增强指数型,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,1,0.2,22.6,20210930,,,,-0.31472278,-0.126785391,0.042799454,-0.24721123,0.399321996,0.516132585,0.277038146,0.27297728
169107.SZ,东方红恒阳定开,东证资管,20200213,混合型,混合型,沪深300指数收益率*70%+恒生指数收益率*20%+中国债券总指数收益率*10%,1.5,0.25,25.99,20210930,,,,,,,,,0.4095,-0.031997162,0.3644
515160.SH,MSCI中国招商ETF,招商基金,20200203,股票型,被动指数型,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,0.5,0.1,8.06,20210930,,,,,,,,,0.4435,0.043782473,0.5067
159994.SZ,5GETF,银华基金,20200122,股票型,被动指数型,中证5G通信主题指数,0.5,0.1,30.97,20210930,,,,,,,,,-0.0173,0.057087616,0.0388
515210.SH,钢铁ETF,国泰基金,20200122,股票型,被动指数型,中证钢铁指数收益率,0.5,0.1,16.72,20210930,,,,,,,,,0.2324,0.401206037,0.72684632
515850.SH,证券龙头ETF,富国基金,20200121,股票型,被动指数型,中证全指证券公司指数收益率,0.5,0.1,2.26,20210930,,,,,,,,,0.374,0.032605531,0.4188
501091.SH,嘉实瑞熙,嘉实基金,20200120,混合型,混合型,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,1.5,0.25,19.01,20210930,,,,,,,,,0.5706,-0.054947154,0.4843
515220.SH,煤炭ETF,国泰基金,20200120,股票型,被动指数型,中证煤炭指数收益率,0.5,0.1,35.12,20210930,,,,,,,,,0.3122,0.502236054,0.97123415
159801.SZ,芯片龙头ETF,广发基金,20200120,股票型,被动指数型,国证半导体芯片指数收益率,0.5,0.1,18.99,20210930,,,,,,,,,0.2056,0.345719973,0.6224
159995.SZ,芯片ETF,华夏基金,20200120,股票型,被动指数型,国证半导体芯片指数收益率,0.5,0.1,164.93,20210930,,,,,,,,,0.2197,0.336148233,0.6297
515090.SH,可持续发展ETF,博时基金,20200119,股票型,被动指数型,中证可持续发展100指数收益率,0.5,0.1,1.8,20210930,,,,,,,,,0.3487,0.020760733,0.3767
515450.SH,红利低波50ETF,南方基金,20200117,股票型,被动指数型,标普中国A股大盘红利低波50指数收益率,0.5,0.1,1.71,20210930,,,,,,,,,0.0907,0.193104428,0.301319
515570.SH,山证红利ETF,山西证券,20200117,股票型,被动指数型,中证红利潜力指数收益率,0.5,0.1,0.49,20210930,,,,,,,,,0.3596,-0.098190644,0.2261
515700.SH,新能车ETF,平安基金,20191231,股票型,被动指数型,中证新能源汽车产业指数收益率,0.15,0.05,57.5,20210930,,,,,,,,0.0003,1.081575527,0.464460667,2.0493
515380.SH,泰康沪深300ETF,泰康资产,20191227,股票型,被动指数型,沪深300指数收益率,0.4,0.05,42.61,20210930,,,,,,,,0.0006,0.294622766,-0.033359661,0.25218545
159993.SZ,龙头券商ETF,鹏华基金,20191226,股票型,被动指数型,国证证券龙头指数收益率,0.5,0.1,12.78,20210930,,,,,,,,0.0026,0.230101735,0.015486905,0.2524
515350.SH,民生加银300ETF,民生加银基金,20191224,股票型,被动指数型,沪深300指数,0.15,0.05,2.45,20210930,,,,,,,,0.0193,0.390234063,0.040469426,0.47441341
515980.SH,人工智能ETF,华富基金,20191224,股票型,被动指数型,中证人工智能产业指数收益率,0.5,0.1,3.77,20210930,,,,,,,,-1.00E-04,0.110711071,0.068971727,0.1872
