ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
011718.OF,浦银安盛均衡优选6个月持有C,浦银安盛基金,20210525,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,蒋佳良,0.24,20220930,,,,,,,,,,0.23970000000000002,-0.23465354521255147,-0.05120000000000002
011636.OF,富国港股通策略精选C,富国基金,20210525,混合型,混合型,恒生港股通指数收益率(经汇率调整后)*70%+中债综合全价指数收益率*20%+沪深300指数收益率*10%,1.5,0.25,汪孟海 王菀宜,0.57,20220930,,,,,,,,,,-0.03400000000000003,-0.167287784679089,-0.1956
010362.OF,嘉实品质优选C,嘉实基金,20210525,股票型,股票型,中证800指数收益率*60%+恒生指数收益率*20%+中债综合财富指数收益率*20%,1.5,0.25,洪流,0.87,20220930,,,,,,,,,,-0.10099999999999998,-0.30956618464961067,-0.37929999999999997
011717.OF,浦银安盛均衡优选6个月持有A,浦银安盛基金,20210525,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,蒋佳良,1.69,20220930,,,,,,,,,,0.24269999999999992,-0.23159250020117483,-0.04510000000000003
011132.OF,鹏扬沪深300质量低波A,鹏扬基金,20210525,股票型,被动指数型,沪深300质量成长低波动指数收益率*95%+银行活期存款利率(税后)*5%,0.4,0.1,施红俊,1.31,20220930,,,,,,,,,,0.07630000000000003,-0.11121434544272045,-0.043399999999999994
011133.OF,鹏扬沪深300质量低波C,鹏扬基金,20210525,股票型,被动指数型,沪深300质量成长低波动指数收益率*95%+银行活期存款利率(税后)*5%,0.4,0.1,施红俊,0.56,20220930,,,,,,,,,,0.0737000000000001,-0.11474341063611816,-0.04949999999999999
011854.OF,招商中证消费龙头指数增强C,招商基金,20210525,股票型,增强指数型,中证消费龙头指数收益率*85%+恒生综合指数收益率(使用估值汇率折算)*10%+中国人民银行人民币活期存款利率(税后)*5%,1.0,0.2,侯昊,18.07,20220930,,,,,,,,,,0.012399999999999967,-0.1852034768866061,-0.17510000000000003
011908.OF,广发沪港深价值精选A,广发基金,20210525,混合型,混合型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中债新综合财富(总值)指数收益率*20%,1.5,0.25,张东一,6.8,20220930,,,,,,,,,,-0.15380000000000005,-0.19640746868352624,-0.31999999999999995
012108.OF,泓德瑞嘉三年持有C,泓德基金,20210525,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,王克玉,0.68,20220930,,,,,,,,,,-0.0037000000000000366,-0.18227441533674596,-0.18530000000000002
011909.OF,广发沪港深价值精选C,广发基金,20210525,混合型,混合型,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中债新综合财富(总值)指数收益率*20%,1.5,0.25,张东一,1.99,20220930,,,,,,,,,,-0.15580000000000005,-0.19971570717839374,-0.3244
011997.OF,景顺长城安盈回报一年持有A,景顺长城基金,20210525,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.7,0.2,毛从容 邹立虎,1.69,20220930,,,,,,,,,,0.04180000000000006,0.026684584373200274,0.0696000000000001
011846.OF,博时周期优选C,博时基金,20210525,混合型,混合型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,1.5,0.25,沙炜,0.1,20220930,,,,,,,,,,0.043099999999999916,-0.2362189627073147,-0.20330000000000004
012107.OF,泓德瑞嘉三年持有A,泓德基金,20210525,混合型,混合型,中证800指数收益率*70%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,王克玉,9.96,20220930,,,,,,,,,,-0.0012999999999999678,-0.17893261239611502,-0.18000000000000005
011998.OF,景顺长城安盈回报一年持有C,景顺长城基金,20210525,混合型,混合型,中证综合债指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.7,0.2,毛从容 邹立虎,0.08,20220930,,,,,,,,,,0.03929999999999989,0.022515154430867015,0.06269999999999998
011807.OF,平安研究精选A,平安基金,20210525,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,1.5,0.25,张晓泉,1.12,20220930,,,,,,,,,,0.24,-0.1891935483870967,0.005400000000000071
012185.OF,大成创新趋势C,大成基金,20210525,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*30%+恒生指数收益率*10%,1.5,0.25,魏庆国,0.15,20220930,,,,,,,,,,-0.03510000000000002,-0.09006114623277021,-0.122
010939.OF,大摩招惠一年持有C,摩根士丹利华鑫基金,20210524,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.2,李轶 葛飞,0.63,20220930,,,,,,,,,,-0.011199999999999988,-0.06654530744336566,-0.07699999999999996
011578.OF,汇丰晋信核心成长A,汇丰晋信基金,20210524,混合型,混合型,中证800指数收益率*80%+同业存款利率*20%,1.5,0.25,陆彬,21.81,20220930,,,,,,,,,,0.12159999999999993,-0.19463266761768896,-0.09670000000000001
010938.OF,大摩招惠一年持有A,摩根士丹利华鑫基金,20210524,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*20%,1.0,0.2,李轶 葛飞,1.09,20220930,,,,,,,,,,-0.00880000000000003,-0.06275221953188047,-0.07099999999999995
011579.OF,汇丰晋信核心成长C,汇丰晋信基金,20210524,混合型,混合型,中证800指数收益率*80%+同业存款利率*20%,1.5,0.25,陆彬,4.19,20220930,,,,,,,,,,0.11820000000000008,-0.1986227866213558,-0.10389999999999999
011926.OF,大成消费精选C,大成基金,20210524,股票型,股票型,中证内地消费主题指数收益率*80%+恒生指数收益率*10%+中债综合指数收益率*10%,1.5,0.25,张烨,0.13,20220930,,,,,,,,,,-0.0232,-0.14465601965601962,-0.16449999999999998
011923.OF,大成消费精选A,大成基金,20210524,股票型,股票型,中证内地消费主题指数收益率*80%+恒生指数收益率*10%+中债综合指数收益率*10%,1.5,0.25,张烨,3.63,20220930,,,,,,,,,,-0.018399999999999972,-0.13783618581907087,-0.15369999999999995
012442.OF,永赢稳健增长一年E,永赢基金,20210524,混合型,混合型,中债-综合指数(全价)收益率*85%+沪深300指数收益率*15%,0.4,0.05,乔嘉麒 常远,9.56,20220930,,,,,,,,,,0.02947987174919835,-0.053724370620295725,-0.025828286426790092
011912.OF,华夏消费优选C,华夏基金,20210521,混合型,混合型,中证内地消费主题指数收益率*60%+中证香港300主要消费人民币指数收益率*20%+上证国债指数收益率*20%,1.5,0.25,季新星,0.43,20220930,,,,,,,,,,-0.17379999999999995,-0.24037763253449526,-0.37239999999999995
011911.OF,华夏消费优选A,华夏基金,20210521,混合型,混合型,中证内地消费主题指数收益率*60%+中证香港300主要消费人民币指数收益率*20%+上证国债指数收益率*20%,1.5,0.25,季新星,6.37,20220930,,,,,,,,,,-0.17020000000000002,-0.234996384671005,-0.36519999999999997
012420.OF,广发价值领先C,广发基金,20210521,混合型,混合型,中证800指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,1.5,0.25,林英睿,7.55,20220930,,,,,,,,,,-0.07996328801697927,0.08279817943762068,-0.0037859232490105896
012162.OF,安信招信一年持有C,安信基金,20210520,混合型,混合型,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*12%+人民币活期存款利率(税后)*5%+恒生指数收益率*3%(经汇率调整),0.6,0.15,任凭 张睿 袁玮,2.16,20220930,,,,,,,,,,0.011700000000000044,-0.05683503014727685,-0.04579999999999995
012161.OF,安信招信一年持有A,安信基金,20210520,混合型,混合型,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*12%+人民币活期存款利率(税后)*5%+恒生指数收益率*3%(经汇率调整),0.6,0.15,任凭 张睿 袁玮,3.14,20220930,,,,,,,,,,0.013600000000000056,-0.05396606156274672,-0.041100000000000025
011458.OF,东方鑫享价值成长一年持有A,东方基金,20210519,混合型,混合型,中证800指数收益率*60%+中债综合全价指数收益率*30%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25,蒋茜 陈皓,2.18,20220930,,,,,,,,,,0.2751999999999999,-0.36198243412797987,-0.1864
011812.OF,财通安华C,财通基金,20210519,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.1,张婉玉,2.09,20220930,,,,,,,,,,-0.0121,-0.05101730944427574,-0.0625
012088.OF,东方红锦和甄选18个月持有A,东证资管,20210519,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率估值调整)*5%,0.8,0.2,王佳骏 陈觉平,13.39,20220930,,,,,,,,,,-0.009800000000000031,-0.017370228236719847,-0.027000000000000024
012363.OF,国泰中证全指证券公司ETF联接C,国泰基金,20210519,股票型,被动指数型,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,艾小军,2.94,20220930,,,,,,,,,,0.07030000000000003,-0.24880874521162288,-0.19599999999999995
011874.OF,博时先进制造A,博时基金,20210519,混合型,混合型,中证智能制造主题指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,李喆,0.33,20220930,,,,,,,,,,0.01649999999999996,-0.2269552385636989,-0.21419999999999995
011875.OF,博时先进制造C,博时基金,20210519,混合型,混合型,中证智能制造主题指数收益率*70%+中债综合财富(总值)指数收益率*20%+中证港股通综合指数收益率*10%,1.5,0.25,李喆,0.19,20220930,,,,,,,,,,0.012699999999999934,-0.23165794410980542,-0.2219
011459.OF,东方鑫享价值成长一年持有C,东方基金,20210519,混合型,混合型,中证800指数收益率*60%+中债综合全价指数收益率*30%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25,蒋茜 陈皓,1.29,20220930,,,,,,,,,,0.2713000000000001,-0.3652167073074805,-0.19299999999999995
012362.OF,国泰中证全指证券公司ETF联接A,国泰基金,20210519,股票型,被动指数型,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,艾小军,0.34,20220930,,,,,,,,,,0.07220000000000004,-0.2465025181869055,-0.19210000000000005
011031.OF,达诚价值先锋C,达诚基金,20210519,混合型,灵活配置型,沪深300指数收益率*45%+中债-国债及政策性银行债指数收益率*45%+恒生指数收益率(按估值汇率折算)*10%,1.5,0.25,蔡霖,0.23,20220930,,,,,,,,,,-0.11219999999999997,-0.28677630096868667,-0.3668
011549.OF,九泰久慧C,九泰基金,20210519,混合型,混合型,中债总财富(总值)指数收益率*70%+沪深300指数收益率*30%,1.0,0.2,杨飞 袁多武,0.19,20220930,,,,,,,,,,0.023800000000000043,-0.0948427427231882,-0.07330000000000003
011548.OF,九泰久慧A,九泰基金,20210519,混合型,混合型,中债总财富(总值)指数收益率*70%+沪深300指数收益率*30%,1.0,0.2,杨飞 袁多武,0.33,20220930,,,,,,,,,,0.024599999999999955,-0.0937926995900839,-0.07150000000000001
012089.OF,东方红锦和甄选18个月持有C,东证资管,20210519,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率估值调整)*5%,0.8,0.2,王佳骏 陈觉平,10.33,20220930,,,,,,,,,,-0.012199999999999989,-0.021360599311601548,-0.033299999999999996
011030.OF,达诚价值先锋A,达诚基金,20210519,混合型,灵活配置型,沪深300指数收益率*45%+中债-国债及政策性银行债指数收益率*45%+恒生指数收益率(按估值汇率折算)*10%,1.5,0.25,蔡霖,0.21,20220930,,,,,,,,,,-0.10940000000000005,-0.28317987873343814,-0.36160000000000003
011811.OF,财通安华A,财通基金,20210519,混合型,混合型,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.6,0.1,张婉玉,0.48,20220930,,,,,,,,,,-0.010299999999999976,-0.04809538243912294,-0.05789999999999995
012417.OF,招商国证生物医药C,招商基金,20210518,股票型,被动指数型,国证生物医药指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,1.0,0.22,侯昊 许荣漫,16.74,20220930,,,,,,,,,,-0.2503812685027362,-0.2719004308281474,-0.45420292455369154
011388.OF,工银瑞信宁瑞6个月持有C,工银瑞信基金,20210518,混合型,混合型,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,0.7,0.15,何秀红,0.19,20220930,,,,,,,,,,0.028200000000000003,-0.03880567982882712,-0.011700000000000044
011387.OF,工银瑞信宁瑞6个月持有A,工银瑞信基金,20210518,混合型,混合型,中债综合指数收益率*85%+中证800指数收益率*10%+中证港股通综合指数(人民币)收益率*5%,0.7,0.15,何秀红,6.25,20220930,,,,,,,,,,0.03079999999999994,-0.03492433061699643,-0.005199999999999982
012414.OF,招商中证白酒C,招商基金,20210518,股票型,被动指数型,中证白酒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,1.0,0.22,侯昊,92.42,20220930,,,,,,,,,,-0.05187969760948029,-0.12006729654112111,-0.16571793911326024
011599.OF,国联安匠心科技1个月滚动持有,国联安基金,20210518,混合型,混合型,沪深300指数*75%+上证国债指数*25%,1.5,0.25,潘明,0.71,20220930,,,,,,,,,,0.03469999999999995,-0.3390354692181309,-0.31610000000000005
011745.OF,华夏养老2055五年,华夏基金,20210518,混合型,混合型,沪深300指数收益率*70%+中债综合(全价)指数收益率*30%,0.9,0.2,许利明,0.34,20220930,,,,,,,,,,0.040899999999999936,-0.17994043616101443,-0.14639999999999997
012030.OF,广发恒鑫一年持有C,广发基金,20210517,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%,0.7,0.2,曾刚,0.8,20220930,,,,,,,,,,0.04420000000000002,-0.024420609078720627,0.01869999999999994
012029.OF,广发恒鑫一年持有A,广发基金,20210517,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%,0.7,0.2,曾刚,10.68,20220930,,,,,,,,,,0.04489999999999994,-0.02344721982964874,0.020399999999999974
011196.OF,上投摩根优势成长A,上投摩根基金,20210514,混合型,混合型,中证800指数收益率*65%+中证港股通指数收益率*20%+上证国债指数收益率*15%,1.5,0.25,郭晨,2.35,20220930,,,,,,,,,,-0.06599999999999995,-0.3525695931477516,-0.3953
011197.OF,上投摩根优势成长C,上投摩根基金,20210514,混合型,混合型,中证800指数收益率*65%+中证港股通指数收益率*20%+上证国债指数收益率*15%,1.5,0.25,郭晨,0.27,20220930,,,,,,,,,,-0.06899999999999995,-0.3557465091299678,-0.4002
011468.OF,国富竞争优势三年持有A,国海富兰克林基金,20210514,混合型,混合型,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,1.5,0.25,赵晓东,11.65,20220930,,,,,,,,,,-0.026499999999999968,-0.0947098099640473,-0.11870000000000003
011315.OF,永赢港股通优质成长一年持有,永赢基金,20210514,混合型,混合型,恒生指数收益率(经汇率调整后)*65%+中债-综合指数(全价)收益率*20%+沪深300指数收益率*15%,1.5,0.25,晏青,3.42,20220930,,,,,,,,,,-0.16310000000000002,-0.09571035966065235,-0.24319999999999997
011571.OF,鹏华鑫远价值一年持有C,鹏华基金,20210514,混合型,混合型,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,1.5,0.25,袁航,0.59,20220930,,,,,,,,,,-0.03590000000000004,-0.11627424541022714,-0.14800000000000002
011353.OF,中融景盛一年持有A,中融基金,20210514,混合型,混合型,中债综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,0.8,0.2,哈默 钱文成,16.93,20220930,,,,,,,,,,0.014599999999999946,-0.027202838557066785,-0.013000000000000012
012181.OF,中银智能制造C,中银基金,20210514,股票型,股票型,中证装备产业指数收益率*80%+中债综合指数收率*20%,1.5,0.25,王伟,3.38,20220930,,,,,,,,,,0.43683218101822757,-0.1539807524059493,0.21558768070395976
011570.OF,鹏华鑫远价值一年持有A,鹏华基金,20210514,混合型,混合型,沪深300指数收益率*60%+中证综合债指数收益率*30%+恒生指数收益率(经汇率调整)*10%,1.5,0.25,袁航,9.62,20220930,,,,,,,,,,-0.031000000000000028,-0.10918472652218783,-0.13680000000000003
011469.OF,国富竞争优势三年持有C,国海富兰克林基金,20210514,混合型,混合型,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率*20%,1.5,0.25,赵晓东,0.67,20220930,,,,,,,,,,-0.027100000000000013,-0.09559050262102989,-0.12009999999999998
