ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
517390.SH,云计算AH,天弘基金,国泰君安,股票型,20211210,,20211223,20211022,,2.5211,0.5,0.1,,1.0,0.1,,中证沪港深云计算产业指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
588150.SH,科创龙头,南方基金,中国工商银行,股票型,20211210,,20211220,20211021,,2.8543,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
159751.SZ,港股科技ETF,鹏华基金,中信证券,股票型,20211210,,20211228,20211105,,2.3563,0.6,0.15,,1.0,0.1,,中证港股通科技指数收益率,L,被动指数型,契约型开放式,,20211228,20211228,E
159706.SZ,深证100ETF华安,华安基金,中国银行,股票型,20211209,,20211220,20210906,,2.9539,0.15,0.05,,1.0,0.1,,深证100指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
516690.SH,化工产业ETF,银华基金,中国工商银行,股票型,20211207,,20211221,20210903,,2.6924,0.5,0.1,,1.0,0.1,,中证细分化工产业主题指数收益率,L,被动指数型,契约型开放式,,20211221,20211221,E
501211.SH,民生加银优享FOF,民生加银基金,北京银行,混合型,20211207,,20211222,20211115,,18.8687,1.0,0.15,,1.0,0.0001,,中债综合指数收益率*65%+沪深300指数收益率*25%+恒生综合指数收益率(经汇率估值调整)*5%+1年期定期存款收益率(税后)*5%,L,混合型,契约型开放式,,,,E
159760.SZ,公共卫生健康ETF,泰康资产,招商银行,股票型,20211206,,20211220,20211108,,3.3236,0.5,0.1,,1.0,0.1,,国证公共卫生与健康指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
508099.SH,建信中关村REIT,建信基金,交通银行,混合型,20211203,,20211217,20211129,,9.0,0.24,0.02,45.0,1.0,0.001,,,L,,契约型封闭式,,,,E
180202.SZ,华夏越秀高速REIT,华夏基金,中信银行,混合型,20211203,,20211214,20211129,,3.0,0.45,0.03,50.0,1.0,,,,L,,契约型封闭式,,,,E
159731.SZ,石化ETF,华夏基金,招商银行,股票型,20211202,,20211210,20211011,,2.2938,0.5,0.1,,1.0,0.1,,中证石化产业指数收益率,L,被动指数型,契约型开放式,,20211210,20211210,E
562900.SH,现代农业ETF,易方达基金,中国建设银行,股票型,20211202,,20211213,20211022,,2.5471,0.15,0.05,,1.0,0.1,,中证现代农业主题指数收益率,L,被动指数型,契约型开放式,,20211213,20211213,E
561990.SH,沪深300增强ETF,招商基金,中国民生银行,股票型,20211202,,20211210,20211122,,9.9315,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
561550.SH,500增强ETF,华泰柏瑞基金,中国银行,股票型,20211202,,20211210,20211122,,13.9499,0.7,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
561300.SH,300增强ETF,国泰基金,中国建设银行,股票型,20211201,,20211210,20211122,,18.9346,1.0,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20211210,20211210,E
517330.SH,长江保护ETF,易方达基金,中信证券,股票型,20211126,,20220105,20210922,,23.2217,0.15,0.05,,1.0,0.1,,中证长江保护主题指数收益率,L,被动指数型,契约型开放式,,20220105,20220105,E
517160.SH,长江保护主题ETF,南方基金,中国农业银行,股票型,20211126,,20220105,20210922,,23.7078,0.15,0.05,,1.0,0.1,,中证长江保护主题指数收益率,L,被动指数型,契约型开放式,,20220105,20220105,E
159789.SZ,饮料ETF,建信基金,中金公司,股票型,20211125,,20211220,20211108,,2.5888,0.5,0.1,,1.0,0.1,,中证饮料主题指数收益率,L,被动指数型,契约型开放式,,20211220,20211220,E
517770.SH,游戏传媒ETF,浦银安盛基金,申万宏源证券,股票型,20211125,,20211203,20211026,,3.3795,0.5,0.1,,1.0,0.1,,中证沪港深游戏及文化传媒指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
159761.SZ,新材料50ETF,国泰基金,杭州银行,股票型,20211124,,20211213,20211115,,4.3473,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20211213,20211213,E
159607.SZ,中概互联网ETF,嘉实基金,中国农业银行,股票型,20211124,,20211202,20211115,,4.9983,0.5,0.1,,1.0,0.1,,中证海外中国互联网30指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20211202,20211202,E
501218.SH,工银睿智进取FOF,工银瑞信基金,中国农业银行,股票型,20211124,,20211217,20211101,,3.0834,0.5,0.1,,1.0,0.0001,,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,L,股票型,契约型开放式,,,,E
159605.SZ,中概互联ETF,广发基金,中国建设银行,股票型,20211124,,20211202,20211115,,22.5949,0.5,0.15,,1.0,0.1,,人民币计价的中证海外中国互联网30指数收益率,L,被动指数型,契约型开放式,,20211202,20211202,E
159748.SZ,沪港深创新药ETF,富国基金,招商银行,股票型,20211124,,20211203,20211105,,3.0169,0.5,0.1,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
517960.SH,科技AHETF,上投摩根基金,中国银行,股票型,20211122,,20211223,20211012,,2.0218,0.3,0.1,,1.0,0.1,,中证沪港深科技100指数收益率,L,被动指数型,契约型开放式,,20211223,20211223,E
588310.SH,双创ETF基金,方正富邦基金,交通银行,股票型,20211122,,20211202,20211108,,2.5064,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20211202,20211202,E
159779.SZ,消费电子ETF招商,招商基金,中信建投证券,股票型,20211118,,20211126,20211011,,3.5487,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20211126,20211126,E
517880.SH,品牌消费ETF,华泰柏瑞基金,中国民生银行,股票型,20211117,,20211201,20211021,,2.8934,0.5,0.1,,1.0,0.1,,中证沪港深品牌消费50指数收益率,L,被动指数型,契约型开放式,,20211201,20211201,E
517280.SH,网购ETF,天弘基金,中信证券,股票型,20211116,,20211203,20211011,,2.3055,0.5,0.1,,1.0,0.1,,中证沪港深线上消费主题指数收益率,L,被动指数型,契约型开放式,,20211203,20211203,E
159896.SZ,物联网龙头ETF,南方基金,中国工商银行,股票型,20211115,,20211124,20210909,,3.3706,0.5,0.1,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20211124,20211124,E
501215.SH,积极配置FOF,兴证全球基金,浦发银行,混合型,20211112,,20211119,20211108,,40.2249,1.1,0.15,,1.0,0.0001,,中证偏股型基金指数收益率*85%+中债综合(全价)指数收益率*15%,L,混合型,契约型开放式,,,,E
159726.SZ,恒生红利ETF,华夏基金,中国银行,股票型,20211111,,20211123,20210906,,2.1341,0.5,0.1,,1.0,0.1,,恒生中国内地企业高股息率指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20211123,20211123,E
501210.SH,交银智选星光FOF,交银施罗德基金,中国光大银行,混合型,20211110,,20211119,20211025,,29.0422,1.0,0.2,,1.0,0.0001,,沪深300指数收益率*80%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,,,E
561310.SH,消电ETF,国泰基金,中国光大银行,股票型,20211110,,20211125,20211021,,3.5792,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20211125,20211125,E
501213.SH,中欧汇选FOF,中欧基金,招商银行,混合型,20211110,,20211119,20211101,,8.9788,1.0,0.2,,1.0,0.0001,,中证800指数收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,E
159793.SZ,线上消费ETF平安,平安基金,中国农业银行,股票型,20211109,,20211124,20211011,,2.5976,0.5,0.1,,1.0,0.1,,中证沪港深线上消费主题指数收益率,L,被动指数型,契约型开放式,,20211124,20211124,E
516730.SH,证券公司ETF,浦银安盛基金,招商银行,股票型,20211104,,20211112,20210930,,3.4338,0.5,0.1,,1.0,0.1,,中证证券公司30指数收益率,L,被动指数型,契约型开放式,,20211112,20211112,E
159707.SZ,地产ETF,华宝基金,中国银行,股票型,20211104,,20211112,20210922,,2.3955,0.5,0.1,,1.0,0.1,,中证800地产指数收益率,L,被动指数型,契约型开放式,,20211112,20211112,E
159739.SZ,大数据ETF,鹏华基金,中信证券,股票型,20211103,,20211117,20211011,,2.7258,0.5,0.1,,1.0,0.1,,中证云计算与大数据主题指数收益率,L,被动指数型,契约型开放式,,20211117,20211117,E
501212.SH,广发优选配置FOF,广发基金,中国建设银行,混合型,20211102,,20211119,20211018,,9.8493,1.0,0.2,,1.0,0.0001,,中债-综合全价(总值)指数收益率*50%+中证800指数收益率*45%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,,,E
159601.SZ,A50ETF,华夏基金,招商银行,股票型,20211101,,20211108,20211022,,67.6759,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
560050.SH,MSCI中国A50ETF,汇添富基金,交通银行,股票型,20211029,,20211108,20211022,,79.9993,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
159602.SZ,中国A50ETF,南方基金,招商银行,股票型,20211029,,20211108,20211022,,38.9654,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通指数(人民币)收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
563000.SH,中国A50ETF,易方达基金,中国工商银行,股票型,20211029,,20211108,20211022,,79.9995,0.5,0.1,,1.0,0.1,,MSCI中国A50互联互通人民币指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
516750.SH,建材ETF,富国基金,浦发银行,股票型,20211028,,20211105,20211008,,2.6167,0.5,0.1,,1.0,0.1,,中证全指建筑材料指数收益率,L,被动指数型,契约型开放式,,20211105,20211105,E
159712.SZ,港股通50ETF,国泰基金,中信建投证券,股票型,20211027,,20211111,20210924,,2.0378,0.5,0.1,,1.0,0.1,,中证港股通50指数收益率,L,被动指数型,契约型开放式,,20211111,20211111,E
159770.SZ,机器人ETF,天弘基金,国泰君安,股票型,20211026,,20211108,20211011,,3.2009,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
159862.SZ,食品ETF,银华基金,招商银行,股票型,20211026,,20211108,20210722,,3.24,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20211108,20211108,E
159877.SZ,医疗产业ETF,南方基金,中国工商银行,股票型,20211022,,20211103,20210802,,4.5179,0.5,0.1,,1.0,0.1,,中证全指医疗保健设备与服务指数收益率,L,被动指数型,契约型开放式,,20211103,20211103,E
516620.SH,影视ETF,国泰基金,中信建投证券,股票型,20211020,,20211105,20210924,,2.8227,0.5,0.1,,1.0,0.1,,中证影视主题指数收益率,L,被动指数型,契约型开放式,,20211105,20211105,E
159895.SZ,物联网50ETF,易方达基金,招商银行,股票型,20211013,,20211021,20210910,,2.8524,0.15,0.05,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20211021,20211021,E
517660.SH,物联网AH,天弘基金,中信建投证券,股票型,20211012,,20211025,20210922,,2.2708,0.5,0.1,,1.0,0.1,,中证沪港深物联网主题指数收益率,L,被动指数型,契约型开放式,,20211025,20211025,E
588280.SH,科创50ETF华安,华安基金,光大证券,股票型,20211012,,20211029,20210922,,8.6012,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20211029,20211029,E
159892.SZ,恒生生物科技ETF,华夏基金,中国农业银行,股票型,20210929,,20211019,20210819,,2.3927,0.5,0.15,,1.0,0.1,,恒生香港上市生物科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20211019,20211019,E
159853.SZ,科技100ETF,南方基金,中国农业银行,股票型,20210929,,20211015,20210628,,3.0225,0.15,0.05,,1.0,0.1,,中证科技100指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
516130.SH,消费龙头ETF,华宝基金,中国银行,股票型,20210928,,20211013,20210913,,3.8989,0.5,0.1,,1.0,0.1,,中证消费龙头指数收益率,L,被动指数型,契约型开放式,,20211013,20211013,E
159777.SZ,创科技ETF基金,国联安基金,中国银河,股票型,20210927,,20211018,20210913,,2.4928,0.5,0.1,,1.0,0.1,,创业板科技指数收益率,L,被动指数型,契约型开放式,,20211018,20211018,E
561130.SH,国货ETF,富国基金,中国银行,股票型,20210927,,20211018,20210913,,8.4394,0.5,0.1,,1.0,0.1,,中证新华社民族品牌工程指数收益率,L,被动指数型,契约型开放式,,20211018,20211018,E
159723.SZ,科技龙头ETF,汇添富基金,中国工商银行,股票型,20210927,,20211015,20210906,,2.4103,0.15,0.05,,1.0,0.1,,中证沪港深科技龙头指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
516860.SH,金融科技ETF,博时基金,中国建设银行,股票型,20210924,,20211011,20210628,,2.0152,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20211011,20211011,E
159773.SZ,创科技ETF,华泰柏瑞基金,招商银行,股票型,20210923,,20211008,20210906,,2.923,0.5,0.1,,1.0,0.1,,创业板科技指数收益率,L,被动指数型,契约型开放式,,20211008,20211008,E
562360.SH,机器人50ETF,银华基金,招商银行,股票型,20210922,,20211015,20210906,,3.8947,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
560000.SH,智慧电车ETF,浦银安盛基金,招商银行,股票型,20210917,,20210930,20210903,,2.1202,0.5,0.1,,1.0,0.1,,中证智能电动汽车指数收益率,L,被动指数型,契约型开放式,,20210930,20210930,E
510770.SH,G60创新ETF,申万菱信基金,兴业银行,股票型,20210916,,20210928,20210823,,3.1111,0.5,0.1,,1.0,0.1,,上证G60战略新兴产业成份指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
159717.SZ,ESGETF,鹏华基金,华泰证券,股票型,20210915,,20210929,20210830,,3.6037,0.5,0.1,,1.0,0.1,,国证ESG300指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
159733.SZ,消费电子50ETF,景顺长城基金,招商银行,股票型,20210915,,20210929,20210906,,4.4716,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
517030.SH,沪港深300ETF基金,易方达基金,中国银行,股票型,20210915,,20210927,20210723,,2.0104,0.15,0.05,,1.0,0.1,,中证沪港深300指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
159792.SZ,港股通互联网ETF,富国基金,中国银行,股票型,20210915,,20210928,20210823,,2.4586,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
562800.SH,稀有金属ETF,嘉实基金,中国银河,股票型,20210915,,20210927,20210906,,6.0615,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
159736.SZ,饮食ETF,天弘基金,中信证券,股票型,20210909,,20210927,20210830,,3.2689,0.5,0.1,,1.0,0.1,,中证食品饮料指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
516190.SH,文娱传媒ETF,华夏基金,中国银行,股票型,20210909,,20210917,20210823,,2.1372,0.5,0.1,,1.0,0.1,,中证文娱传媒指数收益率,L,被动指数型,契约型开放式,,20210917,20210917,E
517110.SH,创新药沪深港ETF,国泰基金,招商银行,股票型,20210908,,20210930,20210830,,2.461,0.5,0.1,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20210930,20210930,E
516560.SH,养老ETF,华宝基金,中国建设银行,股票型,20210908,,20210916,20210825,,3.1976,0.5,0.1,,1.0,0.1,,中证养老产业指数收益率,L,被动指数型,契约型开放式,,20210916,20210916,E
501209.SH,富久食品饮料LOF,银华基金,中国工商银行,混合型,20210903,,20211202,20210818,,13.3274,1.5,0.25,,1.0,0.001,,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,L,混合型,契约型开放式,,20211029,20211202,E
516210.SH,银行股ETF,华安基金,中国银行,股票型,20210903,,20210924,20210802,,3.6163,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20210924,20210924,E
159715.SZ,稀土ETF易方达,易方达基金,中国建设银行,股票型,20210901,,20210910,20210818,,4.3103,0.15,0.05,,1.0,0.1,,中证稀土产业指数收益率,L,被动指数型,契约型开放式,,20210910,20210910,E
159889.SZ,智能汽车ETF,国泰基金,中信建投证券,股票型,20210901,,20210909,20210823,,3.244,0.5,0.1,,1.0,0.1,,中证智能汽车主题指数收益率,L,被动指数型,契约型开放式,,20210909,20210909,E
561600.SH,消费电子ETF,平安基金,中信建投证券,股票型,20210830,,20210909,20210816,,2.5627,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210909,20210909,E
560560.SH,泰康碳中和ETF,泰康资产,广发证券,股票型,20210827,,20210913,20210809,,4.9319,0.5,0.1,,1.0,0.1,,中证内地低碳经济主题指数收益率,L,被动指数型,契约型开放式,,20210913,20210913,E
516630.SH,云计算50ETF,华夏基金,中国银行,股票型,20210824,,20210903,20210810,,2.6916,0.5,0.1,,1.0,0.1,,中证云计算与大数据主题指数收益率,L,被动指数型,契约型开放式,,20210903,20210903,E
588390.SH,科创创业50ETF,博时基金,招商银行,股票型,20210819,,20210830,20210802,,8.4594,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210830,20210830,E
159763.SZ,新材料ETF基金,建信基金,中信建投证券,股票型,20210819,,20210913,20210802,,4.0871,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20210913,20210913,E
516640.SH,芯片龙头ETF,富国基金,兴业银行,股票型,20210819,,20210827,20210802,,6.1368,0.5,0.1,,1.0,0.1,,中证芯片产业指数收益率,L,被动指数型,契约型开放式,,20210827,20210827,E
561350.SH,国泰中证500ETF,国泰基金,中国邮政储蓄银行,股票型,20210818,,20210901,20210810,,7.277,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20210901,20210901,E
516790.SH,医疗保健ETF,华泰柏瑞基金,中国银行,股票型,20210812,,20210823,20210726,,3.2828,0.5,0.1,,1.0,0.1,,中证全指医疗保健设备与服务指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
159732.SZ,消费电子ETF,华夏基金,中国建设银行,股票型,20210812,,20210823,20210729,,4.9645,0.5,0.1,,1.0,0.1,,国证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
561800.SH,稀有金属ETF基金,华富基金,交通银行,股票型,20210811,,20210824,20210726,,3.0508,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20210824,20210824,E
516290.SH,光伏ETF基金,汇添富基金,中国建设银行,股票型,20210809,,20210823,20210722,,3.212,0.15,0.05,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
159875.SZ,新能源ETF,嘉实基金,中国银行,股票型,20210809,,20210817,20210802,,4.6516,0.5,0.1,,1.0,0.1,,中证新能源指数收益率,L,被动指数型,契约型开放式,,20210817,20210817,E
159767.SZ,电池龙头ETF,兴银基金,浦发银行,股票型,20210806,,20210823,20210726,,3.5287,0.5,0.1,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
159713.SZ,稀土ETF,富国基金,招商银行,股票型,20210805,,20210816,20210719,,2.6226,0.5,0.1,,1.0,0.1,,中证稀土产业指数收益率,L,被动指数型,契约型开放式,,20210816,20210816,E
159840.SZ,锂电池ETF,工银瑞信基金,中信建投证券,股票型,20210805,,20210820,20210719,,3.8457,0.45,0.07,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210820,20210820,E
560660.SH,云50ETF,新华基金,招商证券,股票型,20210805,,20210825,20210715,,3.4097,0.5,0.1,,1.0,0.1,,中证云计算50指数收益率,L,被动指数型,契约型开放式,,20210825,20210825,E
516930.SH,生物科技ETF基金,民生加银基金,中信建投证券,股票型,20210805,,20210818,20210621,,2.8464,0.5,0.1,,1.0,0.1,,中证生物科技主题指数收益率,L,被动指数型,契约型开放式,,20210818,20210818,E
517800.SH,人工智能50ETF,方正富邦基金,中国工商银行,股票型,20210804,,20210826,20210721,,2.6254,0.5,0.1,,1.0,0.1,,中证沪港深人工智能50指数收益率,L,被动指数型,契约型开放式,,20210826,20210826,E
560500.SH,中证500成长ETF,鹏扬基金,兴业银行,股票型,20210804,,20210901,20210719,,4.2434,0.45,0.05,,1.0,0.1,,中证500质量成长指数收益率,L,被动指数型,契约型开放式,,20210901,20210901,E
516710.SH,新材料50ETF,华夏基金,中国建设银行,股票型,20210804,,20210817,20210719,,2.6427,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20210817,20210817,E
561910.SH,电池ETF,招商基金,光大证券,股票型,20210804,,20210812,20210716,,2.9008,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20210812,20210812,E
517010.SH,沪港深500ETF指数,易方达基金,中国工商银行,股票型,20210803,,20210812,20210719,,2.3414,0.15,0.05,,1.0,0.1,,中证沪港深500指数收益率,L,被动指数型,契约型开放式,,20210812,20210812,E
513590.SH,香港消费ETF,鹏华基金,华泰证券,股票型,20210803,,20210819,20210719,,2.5392,0.5,0.1,,1.0,0.1,,中证港股通消费主题指数收益率,L,被动指数型,契约型开放式,,20210819,20210819,E
159790.SZ,碳中和ETF,华夏基金,中国建设银行,股票型,20210730,,20210806,20210727,,29.1353,0.5,0.1,,1.0,0.1,,中证内地低碳经济主题指数收益率,L,被动指数型,契约型开放式,,20210806,20210806,E
159786.SZ,VRETF,银华基金,招商银行,股票型,20210729,,20210806,20210719,,6.417,0.5,0.1,,1.0,0.1,,中证虚拟现实主题指数收益率,L,被动指数型,契约型开放式,,20210806,20210806,E
159864.SZ,光伏50ETF,国泰基金,华夏银行,股票型,20210728,,20210810,20210719,,6.3853,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210810,20210810,E
517380.SH,创新药沪港深ETF,天弘基金,海通证券,股票型,20210727,,20210809,20210712,,3.5233,0.5,0.1,,1.0,0.1,,恒生沪深港创新药精选50指数收益率,L,被动指数型,契约型开放式,,20210809,20210809,E
516920.SH,芯片ETF基金,汇添富基金,招商银行,股票型,20210727,,20210816,20210708,,4.5846,0.15,0.05,,1.0,0.1,,中证芯片产业指数收益率,L,被动指数型,契约型开放式,,20210816,20210816,E
516720.SH,ESGETF,浦银安盛基金,华夏银行,股票型,20210722,,20210813,20210618,,5.0434,0.5,0.1,,1.0,0.1,,中证ESG120策略指数收益率,L,被动指数型,契约型开放式,,20210813,20210813,E
159838.SZ,医药ETF基金,博时基金,国泰君安,股票型,20210722,,20210730,20210526,,2.4076,0.5,0.1,,1.0,0.1,,中证医药50指数收益率,L,被动指数型,契约型开放式,,20210730,20210730,E
516260.SH,物联网50ETF,华夏基金,中国建设银行,股票型,20210722,,20210802,20210708,,5.7188,0.5,0.1,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20210802,20210802,E
159757.SZ,电池30ETF,景顺长城基金,华夏银行,股票型,20210721,,20210809,20210705,,8.6593,0.5,0.1,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210809,20210809,E
159752.SZ,新能源龙头ETF,申万菱信基金,中信建投证券,股票型,20210720,,20210728,20210701,,4.1696,0.5,0.1,,1.0,0.1,,中证内地新能源主题指数收益率,L,被动指数型,契约型开放式,,20210728,20210728,E
